fact_id,astrological_trigger_json,interpretation_summary_raw,interpretation_summary_ai,interpretation_text,theme,sub_theme,interpretation_group,source_name,source_type,source_reference,status,confidence_score,primary_fact_id,fallback_tags,embedding_vector,schema_version,conflict_status,last_updated,notes
a0ac22c488706b7e,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""planet"": ""all"", ""house"": ""all"", ""sign"": ""all"", ""aspect"": ""all"", ""conjunction"": ""all"", ""yoga"": ""all"", ""special_lagna"": ""all"", ""dasha"": ""all"", ""varga"": ""all"", ""concept"": [""dhan_yoga"", ""wealth_sources"", ""primary_income"", ""secondary_income"", ""investment_gains"", ""unearned_wealth"", ""inheritance""]}]}",,"This section analyzes sources and potential for all monetary gains, including primary salary, secondary income, investment windfalls, and inheritances.","This section analyzes the sources and potential for all forms of monetary gain, including primary salary, secondary income, windfalls from investments, and unearned wealth like inheritances.",wealth_assets_resources,"income_primary,income_secondary_sources,inheritance_unearned_income",02f7747d1838aad9,Gemini,AI,Page 8,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:22:15.769979,JSON refined and scored by AI.
2b726789c34370c7,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""planet"": ""sun"", ""afflicted_by"": [{""planet"": ""rahu""}, {""planet"": ""ketu""}, {""planet"": ""saturn""}], ""aspect_type"": [""conjunction"", ""aspect""]}, {""planet"": ""moon"", ""afflicted_by"": [{""planet"": ""rahu""}, {""planet"": ""ketu""}, {""planet"": ""saturn""}], ""aspect_type"": [""conjunction"", ""aspect""]}, {""house"": 9, ""afflicted_by"": [{""planet"": ""rahu""}, {""planet"": ""ketu""}, {""planet"": ""saturn""}], ""aspect_type"": [""conjunction"", ""aspect""]}]}","Pitru Dosha: Affliction to the Sun, Moon, and/or 9th House by Rahu, Ketu, or Saturn.","Pitru Dosha occurs when the Sun, Moon, or 9th house are afflicted by Rahu, Ketu, or Saturn.","Pitru Dosha: Affliction to the Sun, Moon, and/or 9th House by Rahu, Ketu, or Saturn.",doshas,pitru_dosha,0360eb2b4bc9ef0e,Gemini,AI,Page 28,CLEANED,0.9,,[],,v2.0,NO_CONFLICT,2025-09-02T10:44:22.251029,JSON refined and scored by AI.
a0b777e75bf3a5a6,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""planet"": ""3rd_house_lord"", ""aspect"": {""type"": ""any"", ""planets"": []}, ""sign_house"": {""sign"": [], ""house"": []}, ""dignity"": [], ""conjunction"": []}]}",Relationships with siblings are clearly delineated.,The chart provides clear insights into relationships with siblings.,Relationships with siblings are clearly delineated.,relationships,siblings_relations,0383b544227e0e67,Gemini,AI,Page 18,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:26:27.152084,JSON refined and scored by AI.
944c8e5ee92906c9,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""planet"": ""jupiter"", ""sign"": null, ""house"": 12, ""nature"": ""benefic"", ""domain"": ""spiritual""}, {""planet"": ""ketu"", ""sign"": null, ""house"": 12, ""nature"": ""benefic"", ""domain"": ""spiritual""}]}",The placement of benefic spiritual planets like Jupiter or Ketu in the 12th house indicates a deep-seated desire for enlightenment and a life path that supports it.,Jupiter or Ketu in the 12th house signifies a deep desire for enlightenment and a supportive life path.,The placement of benefic spiritual planets like Jupiter or Ketu in the 12th house indicates a deep-seated desire for enlightenment and a life path that supports it.,karma_past_life,moksha_factors,0392b0d0e6c9e9b0,Gemini,AI,Page 25,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:42:46.799387,JSON refined and scored by AI.
483aff51533b1052,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""house"": 8, ""sign_lordship"": false, ""planet_aspect"": false, ""conjunction"": false}, {""planet"": ""saturn"", ""house_lordship"": false, ""sign_lordship"": false, ""nakshatra_lordship"": false, ""conjunction"": false, ""aspect"": false}]}","The general overview of your lifespan is assessed through the 8th house and the planet Saturn. While astrology can indicate a long and healthy life, it also highlights specific planetary periods that may represent times of increased risk or vulnerability.",Lifespan is assessed through the 8th house and Saturn.,The general overview of your lifespan is assessed through the 8th house and the planet Saturn.,health_risks_longevity,"lifespan_overview,risk_periods",0403c6ed2a183913,Gemini,AI,Page 22,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:56:02.593595,JSON refined and scored by AI.
79ea391b1059f830,"{""calculation_context"": {""type"": ""yoga_presence"", ""yoga_type"": ""spiritual_knowledge""}, ""components"": [{""type"": ""planetary_combination"", ""description"": ""Combination of planets indicative of spiritual and knowledge yogas (specific planets and houses not defined in the provided text)""}]}","These combinations bless an individual with inner gifts, such as profound knowledge, wisdom, artistic talent, and a strong inclination towards the spiritual path.","Spiritual and Knowledge Yogas can grant deep understanding, wisdom, artistic abilities, and a spiritual orientation.","Spiritual & Knowledge Yogas bless an individual with profound knowledge, wisdom, artistic talent, and a strong inclination towards the spiritual path.",yogas,other_spiritual_knowledge_yogas,0444cc2ca5bcec90,Gemini,AI,Page 27,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:29:56.716151,JSON refined and scored by AI.
1c95e099305cfa33,"{""calculation_context"": {""type"": ""yogini_dasha_calculation""}, ""components"": [{""type"": ""dasha"", ""name"": ""yogini_dasha""}]}",Yogini Dasha is a dasha system.,The Yogini Dasha is another dasha system used in Vedic astrology.,Yogini Dasha,timing_windows,yogini_dasha,048d3dbdbffb274c,Gemini,AI,Page 30,CLEANED,0.9,,[],,v2.0,NO_CONFLICT,2025-09-02T10:31:21.014498,JSON refined and scored by AI.
1b580ca47f706c2a,"{""calculation_context"": {""type"": ""transit""}, ""components"": [{""planet"": ""saturn"", ""specific_transit"": ""sade_sati"", ""description"": ""Saturn transit over the 12th, 1st, and 2nd houses from the natal Moon, constituting the 7.5-year period known as Sade Sati.""}, {""planet"": ""saturn"", ""general_transit"": true, ""description"": ""General transits of Saturn, encompassing all transits beyond Sade Sati.""}]}",Saturn Transits include Sade Sati.,Saturn transits encompass the significant 7.5-year period known as Sade Sati.,Saturn Transits: Including the crucial 7.5-year period of Sade Sati.,timing_windows,saturn_transits,04a2aad4a931e2f9,Gemini,AI,Page 30,CLEANED,0.9,,[],,v2.0,NO_CONFLICT,2025-09-02T10:59:24.708002,JSON refined and scored by AI.
a4fca7f5f9873cd6,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""planet"": ""rahu""}]}","Your unique skills and creative talents are revealed through the 3rd and 5th houses of your chart. The 3rd house governs practiced abilities like writing and manual arts, while the 5th house is the wellspring of your innate creativity and expressive power. The specific nature of your talent is colored by key planets—Venus for artistic pursuits, Mercury for intellectual skills, and Rahu for a gift of innovation.",,,learning_education_creativity,innovation_invention,04dd1aa7ba88dd41,Gemini,AI,Page 13,CLEANED,0.6,,[],,v2.0,NO_CONFLICT,2025-09-02T10:52:33.273007,JSON refined and scored by AI.
f3fe45bcbba1a857,"{""calculation_context"": {""type"": ""yoga_presence"", ""yoga_name"": ""Gajakesari Yoga""}, ""components"": [{""type"": ""planetary_relationship"", ""relationship"": ""conjunction_or_aspect"", ""planets"": [""Jupiter"", ""Moon""]}]}","other specific yogas like Gajakesari Yoga can bestow fame and respect, signifying a life of significant achievement.","Gajakesari Yoga can bring recognition, public esteem, and notable accomplishments.","Gajakesari Yoga can bestow fame and respect, signifying a life of significant achievement.",yogas,"uncommon_special_yogas,gajakesari_yoga",05db392c172410b2,Gemini,AI,Page 27,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:29:56.716151,JSON refined and scored by AI.
b57c0ee27fa98be1,"{""calculation_context"": {""type"": ""dasha_bhukti""}, ""components"": [{""planet"": null, ""house"": ""10th"", ""relationship"": [""owns"", ""exalted_in"", ""occupies"", ""aspected_by_owner""]}, {""yoga"": [""raj_yoga"", ""dhana_yoga"", ""karma_yoga""], ""relationship"": ""forms""}]}",,"Career peaks, promotions, or new ventures often coincide with the Dasha or Bhukti of planets strongly linked to the 10th house or those forming powerful Yogas.","Significant growth, promotions, or the start of a new venture invariably occurs in the Dasha or Bhukti of planets strongly connected to the 10th house, or planets forming powerful Yogas.",career_public_life,career_peak_timing,062da8a01394e182,Gemini,AI,Page 3,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:20:35.565199,JSON refined and scored by AI.
6082560d7c215f69,"{""calculation_context"": {""type"": ""house_interpretation""}, ""components"": [{""type"": ""potential"", ""domain"": ""relationship"", ""aspects"": [""love"", ""romance"", ""intimacy""]}, {""type"": ""nature_and_quality"", ""domain"": ""long_term_partnerships"", ""includes"": [""marriage""]}]}","This area covers the potential for love, romance, intimacy, and the nature and quality of long-term partnerships, including marriage.","This section analyzes the prospects for love, romance, intimacy, and the characteristics of long-term partnerships, including marriage.","This area covers the potential for love, romance, intimacy, and the nature and quality of long-term partnerships, including marriage.",relationships,"marriage_spouse,love_relationships,intimacy_sexuality",064bda4693062e67,Gemini,AI,Page 6,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:21:35.664680,JSON refined and scored by AI.
7f59a5aaccd784cf,"{""calculation_context"": {""type"": ""dynamic_placement""}, ""components"": [{""type"": ""planet_position_by_sign_house"", ""planet"": {""type"": ""lord_of_house"", ""house_index"": 10}}, {""type"": ""aspect"", ""planet1"": {""type"": ""lord_of_house"", ""house_index"": 10}, ""planet2"": {""type"": ""any_planet""}}, {""type"": ""conjunction"", ""planet1"": {""type"": ""lord_of_house"", ""house_index"": 10}, ""planet2"": {""type"": ""any_planet""}}]}","The 10th Lord: Its nature, house placement, and planetary conjunctions/aspects.","The 10th lord's characteristics, house placement, and planetary relationships influence career.","The nature, placement, and aspects/conjunctions of the 10th lord are important for career.",career_public_life,other_career_related,066d78c2c4110aa5,Gemini,AI,Page 2,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:20:14.037622,JSON refined and scored by AI.
7e760dc9771baec8,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""planet"": ""Venus"", ""significator_of"": [""love"", ""relationship""]}, {""planet"": ""Jupiter"", ""significator_of"": ""husband"", ""applies_to"": ""female_chart""}]}",,,"Venus (Shukra) is the universal significator of love and relationship, and Jupiter (Guru) is the significator of the husband in a female chart.",relationships,"marriage_spouse,love_relationships",069a6b9f45d34568,Gemini,AI,Page 6,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:35:17.317273,JSON refined and scored by AI.
c79df0c6c53513f4,"{""calculation_context"": {""type"": ""yoga_check""}, ""components"": [{""yoga_name"": ""ruchaka_yoga"", ""planet"": ""Mars"", ""dignity"": [""own_sign"", ""exalted""], ""house_group"": ""kendra""}, {""yoga_name"": ""bhadra_yoga"", ""planet"": ""Mercury"", ""dignity"": [""own_sign"", ""exalted""], ""house_group"": ""kendra""}, {""yoga_name"": ""hamsa_yoga"", ""planet"": ""Jupiter"", ""dignity"": [""own_sign"", ""exalted""], ""house_group"": ""kendra""}, {""yoga_name"": ""malavya_yoga"", ""planet"": ""Venus"", ""dignity"": [""own_sign"", ""exalted""], ""house_group"": ""kendra""}, {""yoga_name"": ""sasa_yoga"", ""planet"": ""Saturn"", ""dignity"": [""own_sign"", ""exalted""], ""house_group"": ""kendra""}]}","Pancha Mahapurusha Yogas (Five Great Person Yogas): Formed when one of the five planets—Mars, Mercury, Jupiter, Venus, or Saturn—is in its own sign or exalted, and located in a Kendra.","Pancha Mahapurusha Yogas: Mars, Mercury, Jupiter, Venus, or Saturn in own sign/exaltation and in a Kendra.","Pancha Mahapurusha Yogas (Five Great Person Yogas) are formed when one of the five planets—Mars, Mercury, Jupiter, Venus, or Saturn—is in its own sign or exalted, and located in a Kendra.",yogas,pancha_mahapurusha_yogas,06ca22f22a9111e7,Gemini,AI,Page 26,CLEANED,0.9,,[],,v2.0,NO_CONFLICT,2025-09-02T10:57:39.627964,JSON refined and scored by AI.
f210438cd8735522,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""planet"": ""Jupiter"", ""relationship"": {""type"": ""house_from"", ""house_numbers"": [1, 4, 7, 10]}, ""from"": ""Moon""}]}","Gajakesari Yoga (Elephant-Lion Yoga): Formed when Jupiter is in an angular position (1st, 4th, 7th, 10th) from the Moon.",Gajakesari Yoga is formed when Jupiter is in a Kendra from the Moon.,"Gajakesari Yoga (Elephant-Lion Yoga) is formed when Jupiter is in an angular position (1st, 4th, 7th, 10th) from the Moon.",yogas,gajakesari_yoga,07613b7114459524,Gemini,AI,Page 26,CLEANED,0.9,,[],,v2.0,NO_CONFLICT,2025-09-02T10:43:25.981213,JSON refined and scored by AI.
03997fa53b7d2a3d,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""planet"": ""mercury"", ""house"": null, ""relationship"": null, ""influence_type"": ""general""}, {""planet"": ""rahu"", ""house"": null, ""relationship"": null, ""influence_type"": ""general""}, {""house"": ""12th"", ""sign"": null, ""planet"": null, ""influence_type"": ""occupancy""}, {""house"": ""3rd"", ""sign"": null, ""planet"": null, ""influence_type"": ""occupancy""}]}",,,"The modern dynamic of remote work with global teams can be seen through a combination of the 12th house (foreign connections/isolation), 3rd house (communication), and the influence of Mercury and Rahu (technology).",career_public_life,remote_work_global_teams,0778bc81faf6e528,Gemini,AI,Page 3,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:47:58.913394,JSON refined and scored by AI.
a737925b6da18047,"{""calculation_context"": {""type"": ""dasha_system""}, ""components"": [{""type"": ""planet"", ""attribute"": ""dasha_lord"", ""relationship"": [{""type"": ""connected_to"", ""target"": {""type"": ""house"", ""options"": [{""significator"": ""house_8""}, {""significator"": ""house_12""}]}}]}]}","The Dasha of a planet connected to a difficult house (8th or 12th) can bring transformation, loss, or spiritual introspection.","The Dasha period of a planet associated with challenging houses like the 8th (transformation, loss) or 12th (spiritual introspection, isolation) can bring about periods of significant change, loss, or deep inner reflection.","The Dasha of a planet connected to a difficult house (like the 8th or 12th) can bring periods of transformation, loss, or spiritual introspection.",timing_windows,other_dashas,08426776cb543343,Gemini,AI,Page 30,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:59:24.708002,JSON refined and scored by AI.
0fef21faaf681a1d,"{""calculation_context"": {""type"": ""strength_dignity_comparison""}, ""components"": [{""planet"": ""rahu"", ""strength"": ""strong"", ""condition"": ""overly""}, {""planet"": ""rahu"", ""affliction"": ""afflicted""}, {""planet1"": ""rahu"", ""planet2"": ""ketu"", ""comparison"": ""overshadows""}]}","An overly strong or afflicted Rahu, especially if it overshadows Ketu, indicates that material desires may impede spiritual progress.","A strong or afflicted Rahu, especially if dominant over Ketu, suggests material desires hindering spiritual growth.","An overly strong or afflicted Rahu, especially if it overshadows Ketu, indicates that material desires may impede spiritual progress.",karma_past_life,obstacles_to_moksha,08e17252b6a462ed,Gemini,AI,Page 25,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:42:46.799387,JSON refined and scored by AI.
e4067d4e634c0d7f,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""planet"": ""Mars"", ""nature"": ""significator"", ""domain"": [""aggression"", ""conflict""]}]}",,Mars influences aggression and conflict.,Mars for aggression and conflict,relationships,disputes_conflicts,08e3de893df46aab,Gemini,AI,Page 8,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:22:15.768929,JSON refined and scored by AI.
a768fd6b1b9968b6,"{""calculation_context"": {""type"": ""dosha_check"", ""dosha_details"": {""dosha_name"": ""pitru_dosha""}}, ""components"": [{""dosha_type"": ""pitru_dosha"", ""description"": ""Presence of Pitru Dosha""}]}","Your chart may contain specific karmic patterns known as Doshas, which highlight areas of life requiring special attention. Mangal Dosha primarily impacts marital harmony, Kaal Sarpa Dosha can create a feeling of destiny being blocked, Pitru Dosha points to ancestral debts, and Grahan Dosha can affect your confidence or emotional peace. Recognizing these patterns is the first step toward consciously navigating their challenges.",Pitru Dosha suggests the presence of karmic debts inherited from ancestors.,Pitru Dosha points to ancestral debts.,doshas,pitru_dosha,08fc43ad886d724e,Gemini,AI,Page 29,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:44:49.297269,JSON refined and scored by AI.
dffab830f9c4f1ee,"{""calculation_context"": {""type"": ""yoga_combination""}, ""components"": [{""yoga"": ""raja_yoga""}, {""yoga"": ""pancha_mahapurusha_yoga""}, {""yoga"": ""gajakesari_yoga""}]}",,"Raja Yogas indicate power, Pancha Mahapurusha Yogas greatness, and Gajakesari Yoga fame.","Special Combinations (Yogas): Raja Yogas (combinations for power), Pancha Mahapurusha Yogas (combinations for greatness), and Gajakesari Yoga (combination for fame).",yogas,"raja_yogas,pancha_mahapurusha_yogas,gajakesari_yoga",093918ec09fb4274,Gemini,AI,Page 1,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:19:54.272290,JSON refined and scored by AI.
f379d13e68ea996f,"{""calculation_context"": {""type"": ""strength_dignity"", ""target"": ""planet"", ""strength_dignity_type"": [""shadbala"", ""vimsopaka_bala"", ""istha_phala"", ""kastha_phala""]}, ""components"": [{""planet"": ""jupiter""}]}","Jupiter, the natural guide, reinforces this; its strength indicates how much wisdom, faith, and optimism the person can draw upon.","Jupiter's strength shows the amount of wisdom, faith, and optimism a person possesses.","The strength of Jupiter indicates how much wisdom, faith, and optimism the person can draw upon.",core_self_vitality,spiritual_self_alignment,0944d4acf5ebfec4,Gemini,AI,Page 5,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:48:48.135013,JSON refined and scored by AI.
a5795fd99b897f24,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""house"": 8, ""strength"": {""type"": ""shadbala"", ""strength_type"": ""strong""}}, {""planet"": ""saturn"", ""dignity"": {""type"": ""combined"", ""strength_type"": ""good""}}]}",Longevity is a complex calculation primarily assessed from the 8th House and its lord. A strong 8th house and a well-placed Saturn are indicators of a long life. The 3rd house is also analyzed as a secondary indicator.,A strong 8th house and well-placed Saturn indicate a long life.,"A robust and well-supported 8th house, combined with a favorably positioned Saturn, is traditionally associated with longevity and a longer lifespan.",health_risks_longevity,lifespan_overview,09e45b26b9a9e493,Gemini,AI,Page 22,CLEANED,0.75,a5795fd99b897f24,[],,v2.0,NO_CONFLICT,2025-09-02T10:27:45.920723,"Consolidated from 2 facts. Original IDs: ['a5795fd99b897f24', 'de7e4b803627ebb0']"
e5e1bcb1fcd62249,"{""calculation_context"": {""type"": ""upapada_lagna""}, ""components"": [{""type"": ""planet_sign_house"", ""planet"": null, ""sign"": null, ""house"": null, ""is_sign_relative_to"": ""upapada_lagna"", ""is_house_relative_to"": ""upapada_lagna""}]}",The Upapada Lagna (UL) for the institution of marriage,The Upapada Lagna (UL) is significant for marriage.,The Upapada Lagna (UL) for the institution of marriage,relationships,marriage_spouse,0abed59c8acc96c4,Gemini,AI,Page 6,CLEANED,0.9,,[],,v2.0,NO_CONFLICT,2025-09-02T10:21:35.664680,JSON refined and scored by AI.
96c9c12130eac565,"{""calculation_context"": {""type"": ""static_placement"", ""target"": ""house"", ""target_id"": ""5""}, ""components"": []}",The promise of children (childbearing_potential) is primarily assessed from the 5th House,Childbearing potential is primarily assessed from the 5th house.,The promise of children (childbearing_potential) is primarily assessed from the 5th House.,family_lineage,childbearing_potential,0b331f71516a6adb,Gemini,AI,Page 17,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:26:04.946046,JSON refined and scored by AI.
2aa68ef062d0a297,"{""calculation_context"": {""type"": ""static_placement""}, ""components"": [{""planet"": {""planet_group"": [""sun"", ""moon"", ""mars"", ""mercury"", ""jupiter"", ""venus"", ""saturn""]}, ""between_nodes"": {""start_node"": ""rahu"", ""end_node"": ""ketu""}}]}",Kaal Sarpa Dosha: All planets are located between the Rahu-Ketu nodal axis.,Kaal Sarpa Dosha is formed when all planets are positioned between Rahu and Ketu.,All planets are located between the Rahu-Ketu nodal axis.,doshas,kaal_sarpa_dosha,0b3f5976613c7b65,Gemini,AI,Page 28,CLEANED,0.9,,[],,v2.0,NO_CONFLICT,2025-09-02T10:30:20.255727,JSON refined and scored by AI.
45bd77e1d7736367,"{""calculation_context"": {""type"": ""timing"", ""sub_type"": ""dasha_transition""}, ""components"": [{""planet"": ""all"", ""planet_relationship"": ""dasha_lord"", ""house"": ""all"", ""sign"": ""all"", ""aspect"": ""all"", ""conjunction"": ""all""}, {""planet"": ""all"", ""planet_relationship"": ""bhukti_lord"", ""house"": ""10"", ""sign"": ""all"", ""aspect"": ""all"", ""conjunction"": ""all""}, {""planet"": ""all"", ""planet_relationship"": ""antar_lord"", ""house"": ""10"", ""sign"": ""all"", ""aspect"": ""all"", ""conjunction"": ""all""}]}",This determines when career events happen.,Dashas and transits indicate timing of career events.,This determines when career events happen.,timing_windows,,0b833fd09c5fec8a,Gemini,AI,Page 33,CLEANED,0.75,,[],,v2.0,NO_CONFLICT,2025-09-02T10:32:51.795484,JSON refined and scored by AI.
