Fact ID,Topic,Raw Text,AI Summary,JSON,Theme,Group,Sub-Theme,Source,Page,Status,Last Updated,Notes
6e8f493204aed93e510e03ae93bf391f71ff9840e951fc09bc2ebb487b11e61b,,A weak Moon can cause emotional distress or issues for the mother,"A debilitated Moon can negatively impact emotional well-being and may indicate challenges or difficulties for the mother. (Additional Context: The specific effects of a weak Moon depend on its placement in the birth chart (house and sign), aspects it receives, and other planetary influences. Remedies such as strengthening the Moon through rituals or gemstones may be considered","{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [""mother""], ""state"": ""weak"", ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","family_lineage,health_risks_longevity,relationships",Social & Family Relations,parental_relations,BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
ac4453192c6c51be6a57d23c7fcb3a31bb33c4fae4ed21c483c63369f9b35e14,,"Antardasha Lord Relationship with Sun General Significance & Interpretation Sun - Intensifies the Sun's natal promise. A strong Sun brings promotion and recognition. A weak Sun brings ego clashes, health problems, and disputes with authority. Moon Friend Focus on emotions, mother, and public life. Generally favorable, bringing travel","The Sun's antardasha intensifies its natal promise. A strong Sun indicates promotion and recognition, while a weak Sun may lead to ego clashes, health issues, and disputes with authority figures. The Moon is considered a friend of the Sun. The Moon's influence during the Sun's antardasha brings focus to emotions, the mother, and public life, generally with favorable outcomes such as travel. (Additional Context: The Sun's antardasha period is a time of heightened self-awareness and potential for growth. If the Sun is well-placed, it can bring significant advancements in career and social standing. However, a weakened Sun can create challenges in relationships and overall well-being. The Moon's friendly influence can soften the Sun's intensity and promote emotional balance","{""type"": ""planet_profile"", ""planet_name"": ""Sun"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [""Moon""], ""enemies"": [], ""neutral_to"": []}","career_public_life,core_self_vitality,health_risks_longevity,relationships,travel_dharma_spirituality","Career Dynamics,Identity & Personality,Physical Health,Prominence & Governance,Public Interaction,Social & Family Relations,Travel & Journeys","career_mobility_changes,parental_relations,public_image_reputation,self_identity_character,short_travel_local,social_influence_presence,vitality_energy_levels",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
61adfb5945cb55fae1a455962ae954f4e2c9cec73aea19d2f4f53d2a6005dcfb,,"Antardasha Lord Relationship with Sun General Significance & Interpretation Sun - Intensifies the Sun's natal promise. A strong Sun brings promotion and recognition. A weak Sun brings ego clashes, health problems, and disputes with authority. Moon Friend Focus on emotions, mother, and public life. Generally favorable, bringing travel","The Sun's antardasha intensifies the Sun's natal promise. A strong Sun during this period can lead to promotion and recognition, while a weak Sun may bring ego clashes, health problems, and disputes with authority figures. The Moon is considered a friend of the Sun, and its influence during this time focuses on emotions, the mother, and public life. This period is generally favorable and may involve travel","{""type"": ""dasha"", ""system"": null, ""mahadasha_lord"": null, ""duration_years"": null, ""antardasha_lord"": ""Sun"", ""pratyantardasha_lord"": null, ""condition"": null}","career_public_life,family_lineage,health_risks_longevity,relationships,timing_windows,travel_dharma_spirituality","Career Dynamics,Dashas & Sub-Dashas,Parents & Ancestors,Physical Health,Prominence & Governance,Social & Family Relations,Travel & Journeys","career_stability_longevity,general_health,mother_status_influence,parental_relations,public_image_reputation,short_travel_local,vimshottari_dasha",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
1c4ae9604e47f5e6159559bd0e608ac58bf22ec48f963acc5824a789544e4598,,"Antardasha Lord Relationship with Sun General Significance & Interpretation Sun - Intensifies the Sun's natal promise. A strong Sun brings promotion and recognition. A weak Sun brings ego clashes, health problems, and disputes with authority. Moon Friend Focus on emotions, mother, and public life. Generally favorable, bringing travel","The Sun's antardasha intensifies its natal promise. A strong Sun during this period can lead to promotion and recognition, while a weak Sun may result in ego clashes, health issues, and disputes with authority figures. The Moon, a friend of the Sun, focuses on emotions, the mother, and public life. This is generally a favorable period, often involving travel. (Additional Context: The specific effects of the Sun's antardasha will depend on its placement and strength in the individual's birth chart. Favorable transits from benefic planets like Jupiter can enhance the positive effects of a strong Sun, while challenging transits from malefic planets like Saturn can exacerbate the negative effects of a weak Sun. The Moon's influence during this period suggests a heightened focus on emotional matters and relationships with women","{""type"": ""lordship"", ""lord_of_house"": null, ""placed_in_house"": null, ""planet_name"": ""Sun""}","career_public_life,family_lineage,health_risks_longevity,travel_dharma_spirituality","Career Dynamics,Parents & Ancestors,Physical Health,Prominence & Governance,Travel & Journeys","career_mobility_changes,general_health,mother_status_influence,public_image_reputation,short_travel_local",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
b32b7c85552ae43e8eceb1b72460e8ac2eef633537f01ccda9409cd6575d9d23,,D10 (career,"The provided text refers to the D10 chart in Vedic astrology, specifically focusing on career. (Additional Context: The Dasamsa (D10) chart is a divisional chart used to analyze a person's career, professional path, and achievements. It provides insights into the type of work one may excel in, potential career obstacles, and overall success in the professional sphere","{""type"": ""varga"", ""varga"": ""D10"", ""varga_name"": ""Dasamsa"", ""domain"": [""career""], ""planet_name"": null, ""sign"": null}",career_public_life,Other,other,BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
9a94e3a20923e4938c96827f6ea41a88fc748a6bed5557a0b101fccad42431ff,,D4,"The provided text refers to the D4 varga. (Additional Context: In Vedic astrology, the D4 chart, also known as the Chaturthamsa, is a divisional chart used to analyze a person's general fortune, happiness, and property. It provides insights into one's fixed assets, such as land and buildings","{""type"": ""varga"", ""varga"": ""D4"", ""varga_name"": null, ""domain"": [], ""planet_name"": null, ""sign"": null}",home_property_vehicles,Residence & Property,"home_comforts,property_acquisition",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
24cddd7c2b8f50f7ebf5a5b8a880edb22fc9262c2671ae36bb7220c9b6948407,,D7,"This refers to the D7 varga chart in Vedic astrology. (Additional Context: The D7 chart is used to analyze progeny and can indicate the potential for children, their well-being, and the overall family life","{""type"": ""varga"", ""varga"": ""D7"", ""varga_name"": null, ""domain"": [], ""planet_name"": null, ""sign"": null}","family_lineage,relationships",Social & Family Relations,children_relations,BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
276088d265641a4faf4fbcfc3a2737102ad3b61440744dc6ed67a53201393688,,D9 (relationships/dharma,"The D9 chart pertains to relationships and dharma. (Additional Context: The D9, also known as the Navamsa chart, is a divisional chart used in Vedic astrology to provide deeper insights into marriage, partnerships, and spiritual growth. It reveals the true strength of planets and their impact on these areas of life","{""type"": ""varga"", ""varga"": ""D9"", ""varga_name"": null, ""domain"": [""relationships"", ""dharma""], ""planet_name"": null, ""sign"": null}","relationships,travel_dharma_spirituality",Other,other,BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
1390d95ad8b650cdf568af94973db425ed45d4367262785188b9428d40e49bcc,,"Divisional Confirmers: D9 (relationships/dharma), D10 (career), plus domain charts (D7/D4","The divisional charts D9 (Navamsa), related to relationships and dharma, and D10 (Dasamsa), related to career, are important divisional charts. Domain charts D7 (Saptamsa) and D4 (Chaturtamsa) provide further insights. (Additional Context: The D9 chart is a crucial divisional chart in Vedic astrology, offering insights into marriage, partnerships, and spiritual inclinations. The D10 chart reveals one's professional path and achievements. D7 and D4 charts provide specific insights into children and property respectively","{""type"": ""varga"", ""varga"": ""D9"", ""varga_name"": ""Navamsa"", ""domain"": [""relationships"", ""dharma""], ""planet_name"": null, ""sign"": null}","career_public_life,family_lineage,home_property_vehicles,relationships,travel_dharma_spirituality","Career Dynamics,Children & Descendants,Dharma & Spiritual Path,Residence & Property,Romantic & Marriage","career_mobility_changes,career_peak_timing,career_stability_longevity,child_success,childbearing_potential,home_comforts,love_relationships,marriage_spouse,property_acquisition,spiritual_growth,spiritual_learning",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
00fd176ec1e429bc18d68405f85ee7d1e682c01e15cc3115dba64ef23f8cbbf8,,"General Theme: The Sun's Dasha focuses on soul, self, authority, government, father, career, and health (heart, bones, vitality). The outcomes depend entirely on the Sun's natal strength","The Sun's mahadasha (major planetary period) lasts for six years and primarily influences areas related to the soul, self-expression, authority figures, government matters, the father, career, and health, particularly concerning the heart, bones, and overall vitality. The specific results experienced during this period are contingent upon the Sun's inherent strength in the individual's birth chart. (Additional Context: Favorable placement and strength of the Sun can lead to recognition, leadership roles, and career advancement during its mahadasha. Conversely, a weakened Sun may bring challenges related to health, authority figures, or self-esteem","{""type"": ""dasha"", ""system"": null, ""mahadasha_lord"": ""Sun"", ""duration_years"": 6.0, ""antardasha_lord"": null, ""pratyantardasha_lord"": null, ""condition"": ""The outcomes depend entirely on the Sun's natal strength.""}","career_public_life,core_self_vitality,family_lineage,health_risks_longevity,timing_windows","Career Dynamics,Dashas & Sub-Dashas,Identity & Personality,Parents & Ancestors,Physical Health,Prominence & Governance","authority_leadership,career_stability_longevity,father_status_influence,general_health,politics_public_service,self_identity_character,vimshottari_dasha",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
ed78d7bd1dc12379ea242378aa1607a4679bb58ef6010449ec5b7e88c26f4261,,"General Theme: The Sun's Dasha focuses on soul, self, authority, government, father, career, and health (heart, bones, vitality). The outcomes depend entirely on the Sun's natal strength","The Sun's planetary cycle (Dasha) primarily influences areas of life related to the soul, self-identity, authority figures, government matters, the father, career, and overall health, particularly the heart, bones, and vitality. The specific outcomes during this period are heavily contingent on the Sun's inherent strength in the individual's birth chart. (Additional Context: Favorable placement and aspects to the Sun during its Dasha can bring recognition, leadership roles, and improved vitality. However, a weakened Sun may lead to challenges with authority figures, health issues, or career setbacks","{""type"": ""planet_profile"", ""planet_name"": ""Sun"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [""soul"", ""self"", ""authority"", ""government"", ""father"", ""career"", ""health""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","career_public_life,core_self_vitality,family_lineage,health_risks_longevity,timing_windows","Career Dynamics,Dashas & Sub-Dashas,Identity & Personality,Parents & Ancestors,Physical Health,Prominence & Governance,Purpose & Direction","authority_leadership,career_stability_longevity,father_status_influence,general_health,life_path_purpose,politics_public_service,self_identity_character,vimshottari_dasha,vitality_energy_levels",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
ba5626a451a9d36320380f3940bcbe6f08a7f4b2454a904cbeffc788459c051b,,"If MD/AD is Rahu/Ketu, route delivery via sign lord, conjunctions, and aspects","If the MD (Major Dasha) or AD (Antar Dasha) is Rahu or Ketu, the delivery or manifestation of results should be interpreted through the sign lord where Rahu/Ketu are placed, any planetary conjunctions with them, and the aspects they receive. (Additional Context: Rahu and Ketu are shadowy planets, and their influence can be unpredictable. This text suggests that using the sign lord, conjunctions, and aspects helps to ground and contextualize their otherwise elusive energy. This can provide more specific insights into how Rahu/Ketu's energy will manifest during their respective dashas","{""type"": ""sign_trait"", ""sign"": null, ""element"": null, ""planet_name"": ""Rahu"", ""house"": null, ""modality"": null, ""ruler"": null}","doshas,timing_windows","Dashas & Sub-Dashas,Malefic Influences","other_dashas,rahu_ketu_affliction,vimshottari_dasha",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
b880018ce3ce86694e4ac84a87b32ea8e171369c5ffbfb76ee22d8ec6f956ec6,,"If MD/AD is Rahu/Ketu, route delivery via sign lord, conjunctions, and aspects","In cases where the MD (Maha Dasha) or AD (Antar Dasha) lord is Rahu or Ketu, the delivery of results should be interpreted through the ruler of the sign they occupy, any planets conjunct with them, and any planetary aspects they receive. (Additional Context: Rahu and Ketu are shadow planets, lacking physical form and thus rulership over signs. Their influence is interpreted through association, borrowing qualities from the signs and planets they connect with. This can manifest as sudden events, unexpected turns, or karmic influences","{""type"": ""lordship"", ""lord_of_house"": null, ""placed_in_house"": null, ""planet_name"": null}","doshas,timing_windows","Dashas & Sub-Dashas,Malefic Influences","rahu_ketu_affliction,vimshottari_dasha",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
6bb2d981392f7a61be5937ce7deddba9b072ccd5a3b2ab410cf4468094901462,,"If MD/AD is Rahu/Ketu, route delivery via sign lord, conjunctions, and aspects","In situations where the Mahadasha lord is Rahu and the Antardasha lord is Ketu, astrological predictions should be derived from the sign lord, planetary conjunctions, and planetary aspects influencing Rahu and Ketu. (Additional Context: Rahu and Ketu are shadowy planets, and their impact varies greatly depending on their placement and associations. When Rahu is the Mahadasha lord, it can bring sudden changes and unpredictable events. Ketu Antardasha during Rahu Mahadasha can lead to spiritual awakenings or unexpected challenges. The sign lords, conjunctions, and aspects will determine the specific nature of these influences","{""type"": ""dasha"", ""system"": null, ""mahadasha_lord"": ""Rahu"", ""duration_years"": null, ""antardasha_lord"": ""Ketu"", ""pratyantardasha_lord"": null, ""condition"": ""If MD/AD is Rahu/Ketu, route delivery via sign lord, conjunctions, and aspects.""}","doshas,timing_windows","Dashas & Sub-Dashas,Malefic Influences","rahu_ketu_affliction,vimshottari_dasha",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
4d8719d7baab2497de44a210179007d9cfd4682f9f1d1ec516442cb41e5fc18f,,"If MD/AD is Rahu/Ketu, route delivery via sign lord, conjunctions, and aspects","If the MD (Mahadasha) or AD (Antardasha) lord is Rahu or Ketu, the delivery of results should be interpreted through the ruler of the sign they occupy, any planets conjunct with them, and any planets aspecting them. (Additional Context: Rahu and Ketu are shadowy planets, lacking physical form. Their influence is often unpredictable and depends heavily on the signs and houses they occupy, as well as planetary conjunctions and aspects. This can manifest as sudden, unexpected events or changes in life direction","{""type"": ""planet_profile"", ""planet_name"": null, ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","Foundational Concepts,timing_windows","Astrological Principles,Dashas & Sub-Dashas","general_principle,vimshottari_dasha",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
674a5dcc7d21351ee67219d19186e7c59580e216ff8ebfe6384b38f2df6a0b8f,,"If MD/AD is Rahu/Ketu, route delivery via sign lord, conjunctions, and aspects","When the Muntha or Ascendant degree point (MD/AD) is occupied by Rahu or Ketu, the interpretation of their effects should be derived from the ruler of the sign they occupy, any planets conjunct them, and any planets aspecting them. (Additional Context: Rahu and Ketu are shadowy planets in Vedic astrology, lacking physical form. Their interpretation relies heavily on the influences they receive from other planets and the signs they occupy. This technique suggests that when Rahu or Ketu are prominent by being conjunct the MD/AD, their impact is understood through the lens of associated planetary energies","{""type"": ""aspect"", ""source_planet"": ""Rahu/Ketu"", ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","Foundational Concepts,timing_windows","Astrological Principles,Dashas & Sub-Dashas","general_principle,vimshottari_dasha",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
32309cc2d2c8020ccbeab36754c9f9396300acc3417826540e309134bda37af7,,"Important operational addenda for every MD below: (A) Activation: During [MD], activate houses the MD lord owns/occupies/aspects; include karaka domains. (B) AD Overlay: Prioritize overlaps between MD and AD activation. AD in 6/8/12 from MD → friction; 2/11/5/9 → facilitation. (C) Nodes: If MD/AD is Rahu/Ketu, route delivery via sign lord, conjunctions, and aspects. (D) Divisional Confirmers: D9 (relationships/dharma), D10 (career), plus domain charts (D7/D4). (E) Health Flag: Raise caution if MD/AD rules/occupies 6/8/12, is weak, combust, or heavily afflicted","This text provides operational guidelines for interpreting planetary periods (Mahadasha/Antardasha) in Vedic astrology. It emphasizes activating houses owned, occupied, or aspected by the Mahadasha lord, including their karaka (significator) domains. Antardasha analysis prioritizes overlaps with Mahadasha activations, noting that Antardashas in the 6th, 8th, or 12th houses from the Mahadasha lord indicate friction, while those in the 2nd, 5th, 9th, or 11th houses suggest facilitation. For Rahu/Ketu periods, interpretations should consider the sign lord, conjunctions, and aspects. Divisional charts (D9, D10, D7, D4) are used for confirmation, and caution is advised when the Mahadasha/Antardasha lord rules or occupies the 6th, 8th, or 12th house, is weak, combust, or heavily afflicted","{""type"": ""planet_profile"", ""planet_name"": null, ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","Foundational Concepts,timing_windows","Astrological Principles,Dashas & Sub-Dashas","general_principle,other_dashas,vimshottari_dasha",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
118cfc882bd63613002072b7f5d40db3f1472e304cb4b582d72419bc8e6cc0a5,,"Important operational addenda for every MD below: (A) Activation: During [MD], activate houses the MD lord owns/occupies/aspects; include karaka domains. (B) AD Overlay: Prioritize overlaps between MD and AD activation. AD in 6/8/12 from MD → friction; 2/11/5/9 → facilitation. (C) Nodes: If MD/AD is Rahu/Ketu, route delivery via sign lord, conjunctions, and aspects. (D) Divisional Confirmers: D9 (relationships/dharma), D10 (career), plus domain charts (D7/D4). (E) Health Flag: Raise caution if MD/AD rules/occupies 6/8/12, is weak, combust, or heavily afflicted","This text provides operational guidelines for interpreting astrological Mahadashas (MD) and Antardashas (AD). It emphasizes activating houses ruled, occupied, or aspected by the MD lord, including karaka domains. AD interpretation should prioritize overlaps with MD activations, noting that AD in 6/8/12 from MD indicates friction, while 2/11/5/9 suggests facilitation. Rahu/Ketu MD/AD should be interpreted through their sign lords, conjunctions, and aspects. Divisional charts (D9, D10, D7, D4) offer further confirmation. Caution is advised if MD/AD rules or occupies 6/8/12, is weak, combust, or heavily afflicted","{""type"": ""aspect"", ""source_planet"": null, ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","Foundational Concepts,timing_windows","Astrological Principles,Dashas & Sub-Dashas","general_principle,other_dashas,vimshottari_dasha",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
cce9f6b00dbd3b7a76dfa36e03d809be30b3006f5111f85f4ab3354677eb41a1,,"Important operational addenda for every MD below: (A) Activation: During [MD], activate houses the MD lord owns/occupies/aspects; include karaka domains. (B) AD Overlay: Prioritize overlaps between MD and AD activation. AD in 6/8/12 from MD → friction; 2/11/5/9 → facilitation. (C) Nodes: If MD/AD is Rahu/Ketu, route delivery via sign lord, conjunctions, and aspects. (D) Divisional Confirmers: D9 (relationships/dharma), D10 (career), plus domain charts (D7/D4). (E) Health Flag: Raise caution if MD/AD rules/occupies 6/8/12, is weak, combust, or heavily afflicted","Operational guidelines for Mahadasha (MD) and Antardasha (AD) interpretations: 1. Activate houses owned, occupied, or aspected by the MD lord, including karaka domains. 2. Prioritize overlaps between MD and AD activations. AD in 6/8/12 from MD indicates friction, while 2/11/5/9 suggests facilitation. 3. For Rahu/Ketu MD/AD, consider the sign lord, conjunctions, and aspects. 4. Refer to D9 (relationships/dharma), D10 (career), and relevant divisional charts (D7/D4). 5. Exercise caution if MD/AD rules/occupies 6/8/12, is weak, combust, or heavily afflicted","{""type"": ""varga"", ""varga"": null, ""varga_name"": null, ""domain"": [], ""planet_name"": null, ""sign"": null}","Foundational Concepts,timing_windows","Astrological Principles,Dashas & Sub-Dashas","general_principle,vimshottari_dasha",BPHS_GCS,p77-78,Passed,2025-09-23T10:42:33.461989,
