fact_id,raw_text,source_page,source_name,last_updated,schema_type,topic,theme,theme_group,sub_theme,astrological_trigger_json,ai_summary
776ad02584dd4dcc196c6d8fcf60046801724d92f36a1fd39122bd735435af82,"Aspects (Parashari View): Both nodes cast aspects on the 5th, 7th, and 9th houses
from their positions, similar to Jupiter.",p62-64,BPHS_GCS,2025-09-23T10:47:26.987494,planet_profile,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""planet_profile"", ""planet_name"": ""Rahu/Ketu (Nodes)"", ""house"": null, ""aspects_house"": [5, 7, 9], ""karaka_for"": null, ""state"": null, ""sign"": null, ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Rahu and Ketu, the lunar nodes, aspect the 5th, 7th, and 9th houses from their respective positions, similar to Jupiter's aspect pattern. (Additional Context: The aspects of Rahu and Ketu can influence areas related to children, creativity (5th), partnerships, marriage (7th), and higher learning, luck, and long journeys (9th).  The specific impact depends on the signs and houses they occupy in a birth chart.)"
ba76adbc36d0855f0a3b068bda7ffe88bbe03115c099c644fb52442f8c6937e8,"Aspects (Parashari View): Both nodes cast aspects on the 5th, 7th, and 9th houses from their positions, similar to Jupiter.",p62-64,BPHS_GCS,2025-09-23T10:47:26.987784,planet_profile,,Foundational Concepts,Astrological Principles,other,"{""type"": ""planet_profile"", ""planet_name"": ""Rahu/Ketu (Nodes)"", ""house"": null, ""aspects_house"": [""5th"", ""7th"", ""9th""], ""karaka_for"": null, ""state"": null, ""sign"": null, ""friends"": null, ""enemies"": null, ""neutral_to"": null}","Similar to Jupiter, both Rahu and Ketu aspect the 5th, 7th, and 9th houses from their respective positions. (Additional Context: The aspects of Rahu and Ketu can influence the areas related to the houses they aspect. For example, their aspect on the 5th house can impact intelligence, creativity, and children, while the aspect on the 7th house can affect relationships and partnerships.  The 9th house aspect can influence higher learning, spirituality, and long journeys.)"
2c36313c58af65ab38c974046464e08ff6176b203b76c2a38c064e145a4118e0,"Aspects (Parashari View): Both nodes cast aspects on the 5th, 7th, and 9th houses from their positions, similar to Jupiter.",p62-64,BPHS_GCS,2025-09-23T10:47:26.987776,aspect,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""aspect"", ""source_planet"": ""Nodes"", ""target_house"": [""5"", ""7"", ""9""], ""relative_aspect_number"": [5, 7, 9], ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","The North and South Nodes aspect the 5th, 7th, and 9th houses from their positions, similar to Jupiter's aspects. (Additional Context: The nodes' aspects can influence themes related to the houses they impact.  For example, a 5th house aspect might affect creativity and children, a 7th house aspect can impact partnerships, and a 9th house aspect might influence higher learning and long-distance travel. The nature of the node (north or south) and its sign/house placement will further refine these interpretations.)"
3d4aff05e466e0db4098c803d021365b501091862fda9e9c2167b58910cfe75f,"Aspects (Parashari View): Both nodes cast aspects on the 5th, 7th, and 9th houses from their positions, similar to Jupiter.",p62-64,BPHS_GCS,2025-09-23T10:47:26.987781,house_profile,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": ""Nodes"", ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": [""5th house"", ""7th house"", ""9th house""]}","Rahu and Ketu, the lunar nodes, aspect the 5th, 7th, and 9th houses from their respective positions.  These aspects function similarly to Jupiter's aspects. (Additional Context: The nodes' aspects can influence areas related to children, creativity (5th), partnerships, marriage (7th), and higher learning, luck, and long journeys (9th).  The nature of their influence (benefic or malefic) depends on the nodes' placements and other planetary factors.)"
72e655cbc5e8ecd9031c7e6f00feacb900894e61abfbb6946ef6bbdfb3309164,Aspects: Casts a full aspect on the 7th house from its position.,p62-64,BPHS_GCS,2025-09-23T10:47:26.987997,aspect,,relationships,Romantic & Marriage,marriage_spouse,"{""type"": ""aspect"", ""source_planet"": null, ""target_house"": 7, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": ""full""}","A planet casts a full aspect on the 7th house from its position. (Additional Context: The 7th house signifies partnerships, marriage, and relationships. A full aspect suggests a strong influence on these areas of life.  The specific nature of the influence depends on the planet involved.)"
32bdb20da7f1335099d7f0231b6829de3f94cfe104f57afba4874c47d733cfab,Aspects: Casts a full aspect on the 7th house from its position.,p62-64,BPHS_GCS,2025-09-23T10:47:26.988002,house_profile,,relationships,Romantic & Marriage,marriage_spouse,"{""type"": ""house_profile"", ""house"": 7, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": null}","A planet aspects the 7th house from its current position. (Additional Context: The 7th house represents partnerships, marriage, and relationships.  A full aspect suggests a strong influence on these areas of life, depending on the aspecting planet's nature.  Benefic aspects generally support harmonious partnerships, while malefic aspects could indicate challenges or conflict.)"
a9fe43c13873b2071254fcda311e048c70eed83232ecc864ef94bc5456d96da0,"Aspects: Casts full aspects on the 3rd, 7th, and 10th houses from its position.",p62-64,BPHS_GCS,2025-09-23T10:47:26.988233,aspect,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""aspect"", ""source_planet"": null, ""target_house"": ""3"", ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": ""full""}","A planet aspects the 3rd, 7th, and 10th houses from its position with a full aspect. (Additional Context: The aspects to the 3rd, 7th, and 10th houses suggest influence on communication, partnerships, and career/public image, respectively.  Full aspects generally indicate a strong influence. The specific nature of the influence depends on the planet involved.)"
2328060a81ca0721b1beb6946f9c2954370a33cfb3afb12747d67eb1d72972ec,"Aspects: Casts full aspects on the 3rd, 7th, and 10th houses from its position.",p62-64,BPHS_GCS,2025-09-23T10:47:26.988237,house_profile,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": null}","A planet aspects the 3rd, 7th, and 10th houses from its position. (Additional Context: The aspects cast by the planet on these houses will influence the areas of life those houses represent.  The nature of the influence (positive or negative) depends on the planet itself.  For example, a benefic planet aspecting these houses could bring benefits related to communication, partnerships, and career, while a malefic planet's aspects could create challenges in these areas.)"
f0bb5e43ac65315ddc36377b8428c88bc3af89ee051fabd56e6601cc92f7fbd4,"Aspects: Casts full aspects on the 4th, 7th, and 8th houses from its position.",p62-64,BPHS_GCS,2025-09-23T10:47:26.988478,aspect,,"home_property_vehicles,relationships,wealth_assets_resources","Income & Earnings,Residence & Property,Romantic & Marriage","home_comforts,income_secondary_sources,inheritance_unearned_income,love_relationships,marriage_spouse,property_acquisition","{""type"": ""aspect"", ""source_planet"": null, ""target_house"": ""4"", ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": ""full""}","A planet aspects the 4th, 7th, and 8th houses from its position. (Additional Context: The aspects to the 4th, 7th, and 8th houses suggest potential impacts on home and family life, partnerships and relationships, and shared resources or inheritance, respectively.  The full strength of these aspects implies a prominent influence.)"
c18e74335e9a9a740ec4f231107d1ed2cdb8cd54b19eb8d1963318e1715cc1c2,"Aspects: Casts full aspects on the 4th, 7th, and 8th houses from its position.",p62-64,BPHS_GCS,2025-09-23T10:47:26.988483,house_profile,,other,Other,other,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": null}","A planet aspects the 4th, 7th, and 8th houses from its position. (Additional Context: The aspects cast by the planet on these houses (4th - home and family, 7th - partnerships and marriage, 8th - transformation and longevity) can significantly influence these areas of life.  The nature of the influence depends on the planet involved.  Benefic planets like Jupiter or Venus aspecting these houses can bring positive results, while malefic planets like Saturn or Mars can create challenges.)"
8467bd43f1610bacf021d4533e506b81ff12e516910bfe495d2d48b33ba34968,"Aspects: Casts full aspects on the 5th, 7th, and 9th houses from its position.",p62-64,BPHS_GCS,2025-09-23T10:47:26.988720,aspect,,other,Other,other,"{""type"": ""aspect"", ""source_planet"": null, ""target_house"": ""5"", ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": ""full""}","A planet aspects the 5th, 7th, and 9th houses from its position. (Additional Context: The aspects to the 5th, 7th, and 9th houses suggest potential influences on creativity, relationships/marriage, and higher learning/philosophy, respectively.  The full strength of these aspects implies a strong impact. However, the specific nature of the influence depends on the planet involved.)"
a3fdb1a1eadd911ba7d0a73adc51c839b6b5558f6ecbcee84ffa8c82e906bbe0,"Aspects: Casts full aspects on the 5th, 7th, and 9th houses from its position.",p62-64,BPHS_GCS,2025-09-23T10:47:26.988724,house_profile,,other,Other,other,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": null}","A planet aspects the 5th, 7th, and 9th houses from its position. (Additional Context: The aspects cast by the planet on these houses (5th - creativity, children; 7th - partnerships, marriage; 9th - higher learning, luck) will influence the matters related to those houses.  The specific nature of the influence will depend on the planet involved. For example, a benefic planet's aspect can be considered positive, while a malefic planet's aspect might bring challenges.)"
c4de59dec383ec392245bdc275c47843beb36b7696fd8eaf2062555d5b144291,"Aspects: Casts full aspects on the 5th, 7th, and 9th houses from its position. These are considered highly protective and benevolent.",p62-64,BPHS_GCS,2025-09-23T10:47:26.989087,aspect,,other,Other,other,"{""type"": ""aspect"", ""source_planet"": null, ""target_house"": ""5, 7, 9"", ""relative_aspect_number"": null, ""planet_nature"": ""protective and benevolent"", ""source_sign"": null, ""target_sign"": null, ""strength"": ""full""}","The source planet casts full aspects on the 5th, 7th, and 9th houses from its position. These aspects are considered highly protective and benevolent. (Additional Context: The aspects to the 5th, 7th, and 9th houses suggest potential positive influences on areas related to creativity, relationships/marriage, and higher learning/philosophy, respectively. The full strength of these aspects implies a strong impact. However, the specific effects depend on the nature of the source planet and the signs involved.)"
999121a5a5a65cc9d6849b841a2c98f1e63b1dbfb58ff3d6455537ce92e90b45,"Aspects: Casts full aspects on the 5th, 7th, and 9th houses from its position. These are considered highly protective and benevolent.",p62-64,BPHS_GCS,2025-09-23T10:47:26.989093,house_profile,,other,Other,other,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": [""protection"", ""benevolence""]}","A planet aspects the 5th, 7th, and 9th houses from its position, creating a protective and benevolent influence. (Additional Context: The aspects to the 5th, 7th, and 9th houses suggest a positive influence on children, partnerships, and luck, respectively.  The full aspect implies a strong and consistent energy flow. While the specific planet isn't mentioned, its nature is assumed to be benefic.)"
d5c7c67505557a60287d8e8b939b251b458c1ac0512a3f43db3c314260740a33,"Attributes: Compassionate, spiritual, sensitive.",p62-64,BPHS_GCS,2025-09-23T10:47:26.989389,prose,,core_self_vitality,"Identity & Personality,Purpose & Direction","self_identity_character,spiritual_self_alignment","{""type"": ""prose"", ""text"": ""Attributes: Compassionate, spiritual, sensitive.""}","The individual possesses attributes of compassion, spirituality, and sensitivity. (Additional Context: These qualities suggest a heightened awareness of the emotional and spiritual realms. Astrologically, this could indicate prominent Water signs or a strong Neptune influence in the birth chart.)"
fe54fef12761314f5e2777e17928b23013fd2ec02f641ee8d656e1663d26ea5f,"Attributes: Humanitarian, eccentric, group-oriented.",p62-64,BPHS_GCS,2025-09-23T10:47:26.989595,prose,,core_self_vitality,Identity & Personality,self_identity_character,"{""type"": ""prose"", ""text"": ""Attributes: Humanitarian, eccentric, group-oriented.""}","The individual possesses humanitarian, eccentric, and group-oriented attributes. (Additional Context: Humanitarian qualities suggest an Air or Water sign influence, possibly with Jupiter or Neptune aspects. Eccentricity may indicate Uranus, Aquarius, or an unconventional planetary placement. Group-oriented nature points towards Libra, Aquarius, or the 11th house.)"
e5a04d1c638b0e96ea22c0453705203d9bb7b2bf0fbdc3a8f0bd13f44d981372,"Bestows refined taste, artistic talent,
compassion, and divine love in the affairs of the aspected house.",p62-64,BPHS_GCS,2025-09-23T10:47:26.989871,aspect,,travel_dharma_spirituality,Dharma & Spiritual Path,spiritual_growth,"{""type"": ""aspect"", ""source_planet"": null, ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","This aspect influences the house it impacts by enhancing creativity, artistic abilities, compassion, and spiritual love. (Additional Context: Depending on the specific planets and houses involved, this aspect could indicate success in artistic fields, deep empathy and caring for others, or a strong connection to spirituality and divine love.  The aspect's strength and the nature of the planets involved would determine the intensity of these influences.)"
dce4c0870f2fa8f50f5e48165106d93eeffd830f3f8f7752c0b371a8aa3b815c,"Bestows refined taste, artistic talent,
compassion, and divine love in the affairs of the aspected house.",p62-64,BPHS_GCS,2025-09-23T10:47:26.989881,house_profile,,"learning_education_creativity,travel_dharma_spirituality","Dharma & Spiritual Path,Skills & Creativity","arts_performance,spiritual_growth","{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": [""refined taste"", ""artistic talent"", ""compassion"", ""divine love""]}","The aspect described influences the house it impacts by imbuing it with qualities of refined taste, artistic talent, compassion, and divine love. (Additional Context: The specific effects and their intensity will depend on the planets involved in the aspect, the house being aspected, and the individual's birth chart.)"
e91161a15f5a858a10ff39e199b318aaca86fe78a6532e7c7ffefefe5d7bea00,"Brings harmony, love, beauty, diplomacy, agreement, and sensual pleasure to
the aspected house.",p62-64,BPHS_GCS,2025-09-23T10:47:26.990138,aspect,,relationships,"Public Interaction,Romantic & Marriage","love_relationships,social_influence_presence","{""type"": ""aspect"", ""source_planet"": null, ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","This aspect brings harmony, love, beauty, diplomacy, agreement, and sensual pleasure to the house it aspects. (Additional Context: This aspect's influence suggests a Venusian energy, promoting social grace and artistic inclinations within the aspected house.  The specific manifestations will depend on the planets involved and the house in question.)"
5b7636ed148437b7bb48d7b1876c1597ee1a647860e29ba03e7a427b8e22ee1c,"Brings harmony, love, beauty, diplomacy, agreement, and sensual pleasure to
the aspected house.",p62-64,BPHS_GCS,2025-09-23T10:47:26.990142,house_profile,,other,Other,other,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": [""harmony"", ""love"", ""beauty"", ""diplomacy"", ""agreement"", ""sensual pleasure""]}","The aspect brings harmony, love, beauty, diplomacy, agreement, and sensual pleasure to the house it aspects. (Additional Context: Depending on the specific planet aspecting the house, these significations can manifest differently. For example, Venus aspecting the 7th house could lead to a harmonious marriage, while Mars aspecting the 7th house could lead to a passionate but also potentially conflicting relationship.)"
73b6bb9eef48651a4d77a8cc8a35d814fea01aced74d5042c40392b5df87b007,"Brings intellect, communication, analysis, trade, and adaptability to the
aspected house.",p62-64,BPHS_GCS,2025-09-23T10:47:26.990464,aspect,,"career_public_life,core_self_vitality,learning_education_creativity","Profession & Field,Purpose & Direction,Skills & Creativity","communication_media_publishing,finance_trade_commerce,intellectual_skills,resilience_adaptability,writing_expression","{""type"": ""aspect"", ""source_planet"": null, ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","This aspect influences the house it impacts by enhancing intellect, communication, analytical abilities, trade, and adaptability."
c462d257a4b75487da74d26b9ee23ff6852f56f229ccfc45fe0ca82ed44c8fb0,"Brings intellect, communication, analysis, trade, and adaptability to the
aspected house.",p62-64,BPHS_GCS,2025-09-23T10:47:26.990470,house_profile,,"career_public_life,core_self_vitality,learning_education_creativity","Profession & Field,Purpose & Direction,Skills & Creativity","finance_trade_commerce,intellectual_skills,resilience_adaptability,writing_expression","{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [""trade""], ""karakas"": [""intellect"", ""communication"", ""analysis"", ""adaptability""], ""significations"": []}","The aspect influences the house with intellect, communication, analysis, adaptability, and trade. (Additional Context: Benefic aspects from Mercury or Jupiter could enhance these qualities, while malefic aspects from Mars or Saturn might create challenges or limitations in expressing them.)"
aef7ff0ffe4eac28d284715a833d6c3b1df86327cc9ee73086f44d11c552f0e3,"Can cause confusion,
miscommunication, poor judgment, or over-idealism in the aspected house.",p62-64,BPHS_GCS,2025-09-23T10:47:26.990736,aspect,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""aspect"", ""source_planet"": null, ""target_house"": null, ""relative_aspect_number"": null, ""planet_nature"": null, ""source_sign"": null, ""target_sign"": null, ""strength"": null}","Certain planetary aspects can lead to confusion, miscommunication, poor judgment, and excessive idealism in the affected astrological house. (Additional Context: While the text doesn't specify which planets or aspects are involved, these effects are often associated with Neptune's influence, particularly challenging aspects like squares or oppositions.  A close conjunction of Neptune to personal planets or angles could also manifest these traits.  Additionally, these issues can arise when planets are placed in the 12th house (the house of hidden things and self-undoing) or when Mercury is afflicted.)"
d2aac88ff8abd5ba26e9bbb61ba586f94b89f1dfe835305039a0d86dffbc517c,"Can cause confusion,
miscommunication, poor judgment, or over-idealism in the aspected house.",p62-64,BPHS_GCS,2025-09-23T10:47:26.990740,house_profile,,Foundational Concepts,Astrological Principles,general_principle,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": null, ""karakas"": null, ""significations"": null}","Aspects to a house can lead to confusion, miscommunication, poor judgment, and excessive idealism within the affairs of that house. (Additional Context: The specific effects depend on the planets involved and the nature of the aspect.  A challenging aspect from Neptune could create the idealism and confusion, while a harsh aspect from Mars might lead to miscommunication and poor decisions.  Beneficial aspects can mitigate these effects, potentially turning idealism into inspiration and enhancing communication.)"
b25ce60c9db2936ee73192b66e5a032766b2ca4947c3f2bb741900b310af31fc,Can create relationship conflicts,p62-64,BPHS_GCS,2025-09-23T10:47:26.990901,prose,,relationships,"Public Interaction,Romantic & Marriage","disputes_conflicts,love_relationships","{""type"": ""prose"", ""text"": ""Can create relationship conflicts""}","This short text indicates potential for relationship problems. (Additional Context: Without more context, it's difficult to give specific astrological inferences. However, this could relate to challenging planetary aspects between Venus, Mars, or the 7th house, or difficult transits impacting these areas.  It could also be linked to karmic patterns or specific doshas related to relationships.)"
7a11ff759e7b55d444db62165b42321aef5c8a85202ad662ce6374c79000f64f,"Creates emotional aggression, frustration,
poor impulse control, and potential for domestic strife.",p62-64,BPHS_GCS,2025-09-23T10:47:26.991143,prose,,"health_risks_longevity,home_property_vehicles","Domestic Environment,Mental & Emotional Health","domestic_harmony,emotional_resilience,psychological_balance,stress_anxiety","{""type"": ""prose"", ""text"": ""Creates emotional aggression, frustration,\npoor impulse control, and potential for domestic strife.""}","This astrological combination indicates a tendency towards emotional aggression, frustration, poor impulse control, and potential conflicts within the home. (Additional Context: This combination may suggest the influence of Mars, particularly if afflicted or poorly placed.  Aspects to the Moon or planets in the 4th house could exacerbate these tendencies.  Remedies might include anger management techniques, mindfulness practices, and creating a peaceful home environment.)"
57565adbaeeacad32164b650e0a9af3998eaf44b2b95a97afd471f2d81e90206,"Critical Note: The Debate on Nodal Aspects (Rahu & Ketu)
The Parashari view of 5th, 7th, and 9th aspects for the nodes is common but not universally",p62-64,BPHS_GCS,2025-09-23T10:47:26.991417,planet_profile,,Foundational Concepts,Astrological Principles,"classification,definition,general_principle","{""type"": ""planet_profile"", ""planet_name"": null, ""house"": null, ""aspects_house"": null, ""karaka_for"": null, ""state"": null, ""sign"": null, ""friends"": null, ""enemies"": null, ""neutral_to"": null}","While the Parashari system commonly ascribes aspects to the 5th, 7th, and 9th houses from Rahu and Ketu, this perspective isn't universally accepted within astrology. (Additional Context: Different astrological traditions and schools of thought may interpret the aspects and influences of Rahu and Ketu in various ways.  Some consider them to have no aspects, while others attribute different aspects or influences based on specific calculations or interpretations.)"
