chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"With others therein, there will be unconsciousness before death.","BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",placement,,"[{""type"": ""placement"", ""planet_name"": ""Other"", ""house"": 3}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'other_longevity_risks']"
"According to the 3rd house being a movable... sign, death will be in a foreign place (other than native place).","BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",sign_trait,,"[{""type"": ""sign_trait"", ""house"": 3, ""modality"": ""Movable""}]","['health_risks_longevity', 'travel_dharma_spirituality']","['Longevity & Risks', 'Travel & Journeys']","['lifespan_overview', 'relocation_abroad', 'long_travel_foreign']"
"According to the 3rd house being a ...fixed... sign, death will be... in one's own house.","BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",sign_trait,,"[{""type"": ""sign_trait"", ""house"": 3, ""modality"": ""Fixed""}]","['health_risks_longevity', 'home_property_vehicles']","['Longevity & Risks', 'Residence & Property']","['lifespan_overview', 'home_comforts']"
"According to the 3rd house being a ...dual sign, death will be... on the way.","BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",sign_trait,,"[{""type"": ""sign_trait"", ""house"": 3, ""modality"": ""Dual""}]","['health_risks_longevity', 'travel_dharma_spirituality']","['Longevity & Risks', 'Physical Health', 'Travel & Journeys']","['lifespan_overview', 'short_travel_local', 'accidents_injuries']"
"Note the occupant of the 8th house from the ascendant. If it is the Sun, death will be through fire.","BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",placement,,"[{""type"": ""placement"", ""planet_name"": ""Sun"", ""house"": 8}]",['health_risks_longevity'],"['Longevity & Risks', 'Physical Health']","['lifespan_overview', 'sudden_endings', 'accidents_injuries']"
the Moon water,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",placement,,"[{""type"": ""placement"", ""planet_name"": ""Moon"", ""house"": 8}]",['health_risks_longevity'],"['Longevity & Risks', 'Physical Health']","['lifespan_overview', 'sudden_endings', 'accidents_injuries']"
Mars weapons,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",placement,,"[{""type"": ""placement"", ""planet_name"": ""Mars"", ""house"": 8}]",['health_risks_longevity'],"['Longevity & Risks', 'Physical Health']","['lifespan_overview', 'sudden_endings', 'accidents_injuries']"
Mercury fever,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",placement,,"[{""type"": ""placement"", ""planet_name"": ""Mercury"", ""house"": 8}]",['health_risks_longevity'],"['Longevity & Risks', 'Physical Health']","['lifespan_overview', 'chronic_diseases', 'general_health']"
Jupiter diseases,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",placement,,"[{""type"": ""placement"", ""planet_name"": ""Jupiter"", ""house"": 8}]",['health_risks_longevity'],"['Longevity & Risks', 'Physical Health']","['lifespan_overview', 'chronic_diseases', 'general_health']"
Venus hunger,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",placement,,"[{""type"": ""placement"", ""planet_name"": ""Venus"", ""house"": 8}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'other_longevity_risks']"
and Saturn thirst.,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",placement,,"[{""type"": ""placement"", ""planet_name"": ""Saturn"", ""house"": 8}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'other_longevity_risks']"
Should the 8th house be occupied or aspected by a benefic while the 9th lord is conjunct a benefic the native will die in a shrine.,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",yoga,Pious Death Yoga,"[{""placement"": {""planet_name"": ""Benefic"", ""house"": 8}, ""conjunction"": {""planet_names"": [""Lord of 9"", ""Benefic""]}}, {""aspect"": {""source_planet"": ""Benefic"", ""target_house"": 8}, ""conjunction"": {""planet_names"": [""Lord of 9"", ""Benefic""]}}]","['health_risks_longevity', 'travel_dharma_spirituality']","['Dharma & Spiritual Path', 'Longevity & Risks', 'Travel & Journeys']","['lifespan_overview', 'pilgrimage_spiritual_travel', 'spiritual_growth']"
"If malefics take the role of benefics as above, death will be in a place other than a shrine.","BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",yoga,Impious Death Yoga,"[{""placement"": {""planet_name"": ""Malefic"", ""house"": 8}, ""conjunction"": {""planet_names"": [""Lord of 9"", ""Malefic""]}}, {""aspect"": {""source_planet"": ""Malefic"", ""target_house"": 8}, ""conjunction"": {""planet_names"": [""Lord of 9"", ""Malefic""]}}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'other_longevity_risks']"
"Should there be a benefic's decanate in the 8th (i.e. the 22nd decanate being so), the corpse will be burnt in fire (as prescribed in Sastras).","BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",varga,,"[{""type"": ""varga"", ""varga"": ""D3"", ""domain"": [""22nd decanate""], ""ruler"": ""Benefic""}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'other_longevity_risks']"
"if a malefic decanate be there, the body will be thrown away in water.","BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",varga,,"[{""type"": ""varga"", ""varga"": ""D3"", ""domain"": [""22nd decanate""], ""ruler"": ""Malefic""}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'other_longevity_risks']"
If the decanate in question is owned by a mixed planet the dead body will only dry up.,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",varga,,"[{""type"": ""varga"", ""varga"": ""D3"", ""domain"": [""22nd decanate""], ""ruler"": ""Mixed""}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'other_longevity_risks']"
"If it be a serpent decanate, the body will be eaten away by animals, crows etc.","BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",varga,,"[{""type"": ""varga"", ""varga"": ""D3"", ""domain"": [""22nd decanate""], ""state"": ""Serpent Decanate""}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'other_longevity_risks', 'sudden_endings']"
"The 2nd and 3rd decanates in Cancer, the initial one in Scorpio and the last one in Pisces are designated as serpent decanates.","BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",unstructured,,,['Foundational Concepts'],['Astrological Principles'],"['classification', 'definition']"
O excellent of Brahmins the stronger of the luminaries occupying a decanate of Jupiter denotes descent from the world of gods.,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",unstructured,,,"['karma_past_life', 'travel_dharma_spirituality']","['Dharma & Spiritual Path', 'Past Life Patterns']","['karmic_blessings', 'past_life_patterns', 'spiritual_growth']"
If the said decanate be of Venus or the Moon the descent is from the world of the Manes.,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",unstructured,,,"['family_lineage', 'karma_past_life']","['Ancestral & Collective Karma', 'Parents & Ancestors']","['ancestral_heritage', 'past_life_patterns', 'ancestral_karmas']"
if be of the Sun or Mars it is from the world of the dead (of Yama).,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",unstructured,,,['karma_past_life'],['Past Life Patterns'],"['karmic_debts_lessons', 'past_life_patterns']"
and if be of Mercury or Saturn it is from the hell.,"BPHS1, Chapter 44 - MARAKA ( KILLER) PLANETS (Part 2)-a",unstructured,,,['karma_past_life'],['Past Life Patterns'],"['karmic_debts_lessons', 'past_life_patterns']"
