chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
Vajra yoga is caused by all benefics in the ascendant and the 7th or all malefics in the 4th and 10th.,"BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Vajra Yoga,"[{""unstructured"": {""text"": ""All benefic planets are placed in houses 1 and 7.""}}, {""unstructured"": {""text"": ""All malefic planets are placed in houses 4 and 10.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
"In a contrary situation, i.e. all benefics in the 4th and the 10th or all malefics in the ascendant and the 7th, Yava yoga is generated.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Yava Yoga,"[{""unstructured"": {""text"": ""All benefic planets are placed in houses 4 and 10.""}}, {""unstructured"": {""text"": ""All malefic planets are placed in houses 1 and 7.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
"If all the planets are in the 4 angles, Kamala yoga is produced.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Kamala Yoga,"[{""unstructured"": {""text"": ""All planets are placed in houses 1, 4, 7, and 10.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
If all of them be in all the cadent houses or in all the succedent houses Vapi yoga occurs.,"BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Vapi Yoga,"[{""unstructured"": {""text"": ""All planets are placed in houses 2, 5, 8, and 11.""}}, {""unstructured"": {""text"": ""All planets are placed in houses 3, 6, 9, and 12.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
If all the 7 planets are in the 4 houses commencing from the ascendant they cause Yupa yoga.,"BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Yupa Yoga,"[{""unstructured"": {""text"": ""All 7 planets are placed in houses 1, 2, 3, and 4.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
If a similar occupation commences from the 4th house Sara yoga... is formed.,"BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Sara Yoga,"[{""unstructured"": {""text"": ""All 7 planets are placed in houses 4, 5, 6, and 7.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
If a similar occupation commences... from the 7th house Sakthi yoga... is formed.,"BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Sakthi Yoga,"[{""unstructured"": {""text"": ""All 7 planets are placed in houses 7, 8, 9, and 10.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
If a similar occupation commences... from the 10th house Danda yoga are formed.,"BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Danda Yoga,"[{""unstructured"": {""text"": ""All 7 planets are placed in houses 10, 11, 12, and 1.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
"If all the planets occupy the seven houses from the ascendant, Nauka yoga occurs.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Nauka Yoga,"[{""unstructured"": {""text"": ""All planets are placed in the seven continuous houses from 1 to 7.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
Koota yoga... occurs... when the commencing houses are the 4th... the planets should occupy seven continuous houses.,"BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Koota Yoga,"[{""unstructured"": {""text"": ""All planets are placed in the seven continuous houses from 4 to 10.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
Chatra yoga... occurs... when the commencing houses are the 7th... the planets should occupy seven continuous houses.,"BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Chatra Yoga,"[{""unstructured"": {""text"": ""All planets are placed in the seven continuous houses from 7 to 1.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
Chapa yoga occurs... when the commencing houses are the... 10th... the planets should occupy seven continuous houses.,"BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Chapa Yoga,"[{""unstructured"": {""text"": ""All planets are placed in the seven continuous houses from 10 to 4.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
"If all the planets occupy six alternative signs commencing from the ascendant, Chakra yoga is formed.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Chakra Yoga,"[{""unstructured"": {""text"": ""All planets are placed in houses 1, 3, 5, 7, 9, and 11.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
Samudra yoga is produced if these occupy similarly six alternative signs commencing from the 2nd from the ascendant.,"BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Samudra Yoga,"[{""unstructured"": {""text"": ""All planets are placed in houses 2, 4, 6, 8, 10, and 12.""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
"If all planets are in one sign Gola yoga is formed. Similarly if all are in 2 signs, Yuga yoga, 3 signs Soola yoga, 4 signs Kedara yoga, 5 signs Paasa yoga, 6 signs Dama yoga and 7 signs Veena yoga is produced.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Sankhya Yogas,"[{""unstructured"": {""text"": ""These yogas are formed based on the number of signs occupied by all seven planets, from one (Gola) to seven (Veena).""}}]",['Foundational Concepts'],['Astrological Principles'],['definition']
"None of these seven yogas will be operable, if another Nabhasa yoga explained earlier is derivable.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",unstructured,,,['Foundational Concepts'],['Astrological Principles'],['general_principle']
"One born in Rajju yoga will be fond of wandering, be charming, will earn in foreign countries, and be cruel and mischievous.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Rajju Yoga,,"['career_public_life', 'core_self_vitality', 'travel_dharma_spirituality']","['Career Dynamics', 'Identity & Personality', 'Travel & Journeys']","['long_travel_foreign', 'foreign_career_relocation', 'confidence_charisma', 'self_identity_character']"
"One born in Musala yoga will be endowed with honour, wisdom, wealth etc., be dear to king, famous, will have many sons and be firm in disposition.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Musala Yoga,,"['career_public_life', 'core_self_vitality', 'family_lineage', 'learning_education_creativity', 'yogas']","['Children & Descendants', 'Identity & Personality', 'Prominence & Governance', 'Skills & Creativity', 'Strength & Success Yogas']","['public_image_reputation', 'intellectual_skills', 'dhana_yogas', 'authority_leadership', 'childbearing_potential', 'self_identity_character']"
"One born in Nala yoga will have uneven physique, be interested in accumulating money, very skilful, helpful to relatives, and charming.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Nala Yoga,,"['core_self_vitality', 'family_lineage', 'learning_education_creativity', 'wealth_assets_resources']","['Assets & Property', 'Extended Family Dynamics', 'Identity & Personality', 'Knowledge & Wisdom']","['physical_appearance', 'savings_investments', 'practical_skills', 'family_support_conflicts', 'confidence_charisma']"
"One born in Maala yoga will be ever happy, endowed with conveyances, robes, food and pleasures, be splendorous and endowed with many females.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Maala Yoga,,"['core_self_vitality', 'health_risks_longevity', 'home_property_vehicles', 'relationships']","['Identity & Personality', 'Mental & Emotional Health', 'Romantic & Marriage', 'Vehicles & Movables']","['emotional_resilience', 'vehicle_ownership', 'luxury_possessions', 'love_relationships', 'physical_appearance']"
"One born in Sarpa (Bhujanga) yoga will be crooked, cruel, poor, miserable and will depend on others for food and drinks.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Sarpa Yoga,,"['core_self_vitality', 'doshas', 'health_risks_longevity', 'home_property_vehicles']","['Identity & Personality', 'Malefic Influences', 'Mental & Emotional Health', 'Residence & Property']","['self_identity_character', 'debts_liabilities', 'stress_anxiety', 'other_malefic_influences']"
"One born in Gada yoga will always make efforts to earn wealth, will perform sacrificial rites, be skilful in Sastras and songs and endowed with wealth, gold and precious stones.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Gada Yoga,,"['home_property_vehicles', 'learning_education_creativity', 'travel_dharma_spirituality', 'wealth_assets_resources', 'yogas']","['Dharma & Spiritual Path', 'Income & Earnings', 'Skills & Creativity', 'Strength & Success Yogas', 'Vehicles & Movables']","['income_primary', 'religious_alignment', 'intellectual_skills', 'arts_performance', 'dhana_yogas', 'luxury_possessions']"
"One born in Sakata yoga will be afflicted by diseases, will have diseased or ugly nails, be foolish, will live by pulling carts, be poor and devoid of friends and relatives.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Sakata Yoga,,"['career_public_life', 'core_self_vitality', 'health_risks_longevity', 'home_property_vehicles', 'relationships']","['Identity & Personality', 'Physical Health', 'Profession & Field', 'Residence & Property', 'Social & Family Relations']","['chronic_diseases', 'physical_appearance', 'service_employment', 'debts_liabilities', 'friendships_social_circle']"
"One born in Vihaga yoga will be fond of roaming, be a messenger, will live by sexual dealings, be shameless and interested in quarrels.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Vihaga Yoga,,"['career_public_life', 'core_self_vitality', 'relationships', 'travel_dharma_spirituality']","['Identity & Personality', 'Profession & Field', 'Public Interaction', 'Romantic & Marriage', 'Travel & Journeys']","['short_travel_local', 'communication_media_publishing', 'intimacy_sexuality', 'self_identity_character', 'disputes_conflicts']"
"One born in Sringataka yoga will be fond of quarrels and battles, be happy, dear to king, endowed with an auspicious wife, be rich and will hate women.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Sringataka Yoga,,"['career_public_life', 'health_risks_longevity', 'relationships', 'yogas']","['Mental & Emotional Health', 'Prominence & Governance', 'Public Interaction', 'Romantic & Marriage', 'Strength & Success Yogas']","['disputes_conflicts', 'military_defense_security', 'emotional_resilience', 'authority_leadership', 'marriage_spouse', 'dhana_yogas']"
"One born in Hala yoga will eat a lot, be very poor, be a farmer, be miserable, agitated, given up by friends and relatives and be a servant.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Hala Yoga,,"['career_public_life', 'health_risks_longevity', 'home_property_vehicles', 'relationships']","['Mental & Emotional Health', 'Profession & Field', 'Residence & Property', 'Social & Family Relations']","['debts_liabilities', 'other_profession_type', 'stress_anxiety', 'friendships_social_circle', 'service_employment']"
"One born in Vajra yoga will be happy in the beginning and at the end of life, be valorous, charming, devoid of desires and fortunes and be inimical.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Vajra Yoga,,"['core_self_vitality', 'health_risks_longevity', 'relationships']","['Identity & Personality', 'Longevity & Risks', 'Public Interaction']","['lifespan_overview', 'self_identity_character', 'confidence_charisma', 'disputes_conflicts']"
"One born in Yava yoga will observe fasts and other religious rules, will do auspicious acts, will obtain happiness, wealth and sons in his mid-life, be charitable and firm.","BPHS1, Chapter 35 - NABHASA YOGAS (Part 1)",yoga,Yava Yoga,,"['core_self_vitality', 'family_lineage', 'health_risks_longevity', 'travel_dharma_spirituality', 'yogas']","['Children & Descendants', 'Dharma & Spiritual Path', 'Identity & Personality', 'Longevity & Risks', 'Strength & Success Yogas']","['religious_alignment', 'charitable_service', 'lifespan_overview', 'dhana_yogas', 'childbearing_potential', 'self_identity_character']"
