chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"Long life will be enjoyed if malefics are in 3rd, 6th and 11th while benefics are in angles.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",yoga,Long Life Yoga,"[{""placement"": [{""planet_name"": ""Malefic"", ""house"": [3, 6, 11]}, {""planet_name"": ""Benefic"", ""house"": [1, 4, 7, 10]}]}]","['health_risks_longevity', 'yogas']","['Longevity & Risks', 'Strength & Success Yogas']","['lifespan_overview', 'other_strength_success_yogas']"
"If the 6th, 7th and 8th are occupied by benefics while malefics are in 3rd and 11th, full life span will follow the birth.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",yoga,Full Life Span Yoga,"[{""placement"": [{""planet_name"": ""Benefic"", ""house"": [6, 7, 8]}, {""planet_name"": ""Malefic"", ""house"": [3, 11]}]}]","['health_risks_longevity', 'yogas']","['Longevity & Risks', 'Strength & Success Yogas']","['lifespan_overview', 'other_strength_success_yogas']"
"If the 8th lord is friendly to the Sun while malefics are in the 6th and 12th as the ascendant lord is in an angle, the native will live the full span of life.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",yoga,Full Life Span Yoga,"[{""planet_profile"": {""planet_name"": ""8th Lord"", ""friends"": [""Sun""]}, ""placement"": {""planet_name"": ""Malefic"", ""house"": [6, 12]}, ""lordship"": {""lord_of_house"": 1, ""placed_in_house"": [1, 4, 7, 10]}}]","['health_risks_longevity', 'yogas']","['Longevity & Risks', 'Strength & Success Yogas']","['lifespan_overview', 'other_strength_success_yogas']"
"if a malefic is in the 8th while the 10th lord is exalted, one will be long-lived.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",yoga,Long Life Yoga,"[{""placement"": {""planet_name"": ""Malefic"", ""house"": 8}, ""lordship"": {""lord_of_house"": 10, ""state"": ""Exalted""}}]","['health_risks_longevity', 'yogas']","['Longevity & Risks', 'Strength & Success Yogas']","['lifespan_overview', 'other_strength_success_yogas']"
Long life will follow if a dual sign ascends at birth while its lord is in an angle or in exaltation or in a trine.,"BPHS1, Chapter 43 - LONGEVITY (Part 5)",yoga,Long Life Yoga,"[{""sign_trait"": {""sign"": [""Gemini"", ""Virgo"", ""Sagittarius"", ""Pisces""], ""house"": 1, ""modality"": ""Dual""}, ""lordship"": {""lord_of_house"": 1, ""placed_in_house"": [1, 4, 7, 10]}}, {""sign_trait"": {""sign"": [""Gemini"", ""Virgo"", ""Sagittarius"", ""Pisces""], ""house"": 1, ""modality"": ""Dual""}, ""lordship"": {""lord_of_house"": 1, ""state"": ""Exalted""}}, {""sign_trait"": {""sign"": [""Gemini"", ""Virgo"", ""Sagittarius"", ""Pisces""], ""house"": 1, ""modality"": ""Dual""}, ""lordship"": {""lord_of_house"": 1, ""placed_in_house"": [1, 5, 9]}}]","['health_risks_longevity', 'yogas']","['Longevity & Risks', 'Strength & Success Yogas']","['lifespan_overview', 'other_strength_success_yogas']"
"Should a common sign ascend while two malefics are in an angle with reference to strong ascendant lord, long life is indicated.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",yoga,Long Life Yoga,"[{""sign_trait"": {""sign"": [""Gemini"", ""Virgo"", ""Sagittarius"", ""Pisces""], ""house"": 1, ""modality"": ""Dual""}, ""lordship"": {""lord_of_house"": 1, ""state"": ""Strong""}, ""unstructured"": {""text"": ""Two malefics are in an angle with reference to the ascendant lord.""}}]","['health_risks_longevity', 'yogas']","['Longevity & Risks', 'Strength & Success Yogas']","['lifespan_overview', 'other_strength_success_yogas']"
"The stronger among the ascendant lord and the 8th lord if in an angle will confer long life and if in Panaphara (2nd, 5th, 8th or 11th) medium life. If the said planet be in Apoklima (3rd, 6th, 9th or 12th) short life will come to pass.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",lordship,,"[{""lordship"": {""planet_name"": ""Stronger of 1st or 8th Lord"", ""placed_in_house"": [1, 4, 7, 10]}, ""result"": ""Long Life""}, {""lordship"": {""planet_name"": ""Stronger of 1st or 8th Lord"", ""placed_in_house"": [2, 5, 8, 11]}, ""result"": ""Medium Life""}, {""lordship"": {""planet_name"": ""Stronger of 1st or 8th Lord"", ""placed_in_house"": [3, 6, 9, 12]}, ""result"": ""Short Life""}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
"According to the ascendant lord being friendly, neutral or inimical to the Sun, long, medium or short life will result.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",planet_profile,,"[{""planet_profile"": {""planet_name"": ""Ascendant Lord"", ""friends"": [""Sun""]}, ""result"": ""Long Life""}, {""planet_profile"": {""planet_name"": ""Ascendant Lord"", ""neutral_to"": [""Sun""]}, ""result"": ""Medium Life""}, {""planet_profile"": {""planet_name"": ""Ascendant Lord"", ""enemies"": [""Sun""]}, ""result"": ""Short Life""}]",['health_risks_longevity'],['Longevity & Risks'],['lifespan_overview']
"Should Mars and the 3rd lord, or the 8th lord and Saturn be combust or (two of either pair) be conjunct malefics or aspected by malefics, there will be short life.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",dosha,Short Life Dosha,"[{""avastha"": {""planet_name"": [""Mars"", ""3rd Lord""], ""state"": ""Combust""}}, {""conjunction"": {""planet_names"": [""Mars"", ""3rd Lord"", ""Malefic""]}}, {""unstructured"": {""text"": ""Mars and the 3rd lord are aspected by malefics.""}}, {""avastha"": {""planet_name"": [""8th Lord"", ""Saturn""], ""state"": ""Combust""}}, {""conjunction"": {""planet_names"": [""8th Lord"", ""Saturn"", ""Malefic""]}}, {""unstructured"": {""text"": ""The 8th lord and Saturn are aspected by malefics.""}}]","['doshas', 'health_risks_longevity']","['Affliction Doshas', 'Longevity & Risks']","['lifespan_overview', 'risk_periods', 'other_affliction_doshas']"
"If the ascendant lord is in the 6th, 8th or 12th in the company of malefics and be devoid of conjunction/aspect of a benefic, short life will come to pass.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",dosha,Short Life Dosha,"[{""lordship"": {""lord_of_house"": 1, ""placed_in_house"": [6, 8, 12]}, ""conjunction"": {""planet_names"": [""Ascendant Lord"", ""Malefic""]}, ""unstructured"": {""text"": ""The Ascendant Lord is devoid of conjunction or aspect from a benefic.""}}]","['doshas', 'health_risks_longevity']","['Affliction Doshas', 'Longevity & Risks']","['lifespan_overview', 'risk_periods', 'other_affliction_doshas']"
"If malefics are in angles devoid of conjunction or aspect of benefics while the ascendant lord is not strong, only short life will result.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",dosha,Short Life Dosha,"[{""placement"": {""planet_name"": ""Malefic"", ""house"": [1, 4, 7, 10]}, ""lordship"": {""lord_of_house"": 1, ""state"": ""Not Strong""}, ""unstructured"": {""text"": ""The malefics in angles are devoid of conjunction or aspect from benefics.""}}]","['doshas', 'health_risks_longevity']","['Affliction Doshas', 'Longevity & Risks']","['lifespan_overview', 'risk_periods', 'other_affliction_doshas']"
"if the 12th and 2nd are occupied by malefics and be devoid of benefic aspect or company, the native will be short-lived.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",dosha,Short Life Dosha,"[{""placement"": {""planet_name"": ""Malefic"", ""house"": [2, 12]}, ""unstructured"": {""text"": ""The malefics in the 2nd and 12th houses are devoid of benefic aspect or conjunction.""}}]","['doshas', 'health_risks_longevity']","['Affliction Doshas', 'Longevity & Risks']","['lifespan_overview', 'risk_periods', 'other_affliction_doshas']"
"If the lords of the ascendant and the 8th are bereft of dignities and strength, short life will come to pass. If they are helped by others while being so, medium life will come to pass.","BPHS1, Chapter 43 - LONGEVITY (Part 5)",lordship,,"[{""lordship"": {""lord_of_house"": [1, 8], ""state"": ""Weak / Lacking Dignity""}, ""result"": ""Short Life""}, {""lordship"": {""lord_of_house"": [1, 8], ""state"": ""Weak / Lacking Dignity""}, ""unstructured"": {""text"": ""The lords of the 1st and 8th are helped by other planets.""}, ""result"": ""Medium Life""}]",['health_risks_longevity'],['Longevity & Risks'],"['lifespan_overview', 'risk_periods']"
