chunk_text,meta_source_ref,meta_concept_type,attr_name,meta_configurations_json,meta_themes,meta_groups,meta_sub_themes
"If the Arudha Lagna and Darapada are in mutual angles or in mutual 3rd/11th or in mutual trines, the native will doubtlessly become a king.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""condition"": ""Arudha Lagna and Darapada are in mutual Kendra (1, 4, 7, 10) positions.""}, {""condition"": ""Arudha Lagna and Darapada are in mutual 3rd and 11th positions.""}, {""condition"": ""Arudha Lagna and Darapada are in mutual Trikona (1, 5, 9) positions.""}]","['career_public_life', 'relationships', 'yogas']","['Prominence & Governance', 'Public Interaction', 'Romantic & Marriage', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'marriage_spouse', 'partnerships_collaborations']"
"If two or all of Bhava Lagna, Hora Lagna, Ghatika Lagna are in aspect to exalted planets, a Raja yoga is formed.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""condition"": ""At least two of the special lagnas (Bhava, Hora, Ghatika) are aspected by one or more exalted planets.""}]","['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'public_image_reputation']"
"If the said 3 ascendants, their decanates and Navamsas or the said ascendants and their Navamsas or the said ascendants and their decanates are aspected by a planet, a Raja yoga is formed.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""condition"": ""The three special lagnas (Bhava, Hora, Ghatika) in the Rasi (D1), Drekkana (D3), and Navamsa (D9) charts are all aspected by a planet.""}, {""condition"": ""The three special lagnas in the Rasi (D1) and Navamsa (D9) charts are aspected by a planet.""}, {""condition"": ""The three special lagnas in the Rasi (D1) and Drekkana (D3) charts are aspected by a planet.""}]","['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'other_strength_success_yogas']"
"If Arudha Pada is occupied by an exalted planet particularly the Moon in exaltation or by Jupiter/Venus (with or without exaltation) while there is no Argala by a malefic, the native will become a king. If the Arudha Pada is a benefic sign containing the Moon while Jupiter is in the 2nd house, the same effect will prevail.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""special_point"": {""point_name"": ""Arudha Lagna"", ""planet_in_point_state"": ""Exaltation"", ""condition"": ""No malefic Argala.""}}, {""special_point"": {""point_name"": ""Arudha Lagna"", ""planet_in_point"": [""Jupiter"", ""Venus""], ""condition"": ""No malefic Argala.""}}, {""special_point"": {""point_name"": ""Arudha Lagna"", ""sign_nature"": ""Benefic"", ""planet_in_point"": ""Moon""}, ""placement"": {""planet_name"": ""Jupiter"", ""house"": 2}}]","['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'public_image_reputation']"
"Even if one among the 6th, 8th and 12th lords being in debilitation aspects the ascendant there will be a Raja yoga.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""lordship"": {""lord_of_house"": 6, ""state"": ""Debilitation""}, ""aspect"": {""source_planet_lord_of"": 6, ""target_house"": 1}}, {""lordship"": {""lord_of_house"": 8, ""state"": ""Debilitation""}, ""aspect"": {""source_planet_lord_of"": 8, ""target_house"": 1}}, {""lordship"": {""lord_of_house"": 12, ""state"": ""Debilitation""}, ""aspect"": {""source_planet_lord_of"": 12, ""target_house"": 1}}]","['career_public_life', 'core_self_vitality', 'yogas']","['Prominence & Governance', 'Purpose & Direction', 'Strength & Success Yogas']","['raja_yogas', 'resilience_adaptability', 'authority_leadership']"
"The native will become a king if a planet ruling the 4th, 10th, 2nd or the 11th aspects the ascendant, while Venus aspects the 11th from Arudha Lagna as Arudha Lagna is occupied by a benefic.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""aspect"": {""source_planet_lord_of"": [2, 4, 10, 11], ""target_house"": 1}, ""special_point_aspect"": {""source_planet"": ""Venus"", ""target_point"": ""11th from Arudha Lagna""}, ""special_point_placement"": {""point_name"": ""Arudha Lagna"", ""planet_nature"": ""Benefic""}}]","['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'public_image_reputation']"
The same effect will be obtained if a debilitated planet aspects the ascendant and is placed in the 6th or the 8th.,"BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""placement"": {""house"": 6, ""state"": ""Debilitation""}, ""aspect"": {""source_planet_in_house"": 6, ""target_house"": 1}}, {""placement"": {""house"": 8, ""state"": ""Debilitation""}, ""aspect"": {""source_planet_in_house"": 8, ""target_house"": 1}}]","['career_public_life', 'core_self_vitality', 'yogas']","['Prominence & Governance', 'Purpose & Direction', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'resilience_adaptability']"
Again similar result will prevail if a debilitated planet placed in the 3rd/11th lends aspect to the ascendant.,"BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""placement"": {""house"": 3, ""state"": ""Debilitation""}, ""aspect"": {""source_planet_in_house"": 3, ""target_house"": 1}}, {""placement"": {""house"": 11, ""state"": ""Debilitation""}, ""aspect"": {""source_planet_in_house"": 11, ""target_house"": 1}}]","['career_public_life', 'core_self_vitality', 'yogas']","['Prominence & Governance', 'Purpose & Direction', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'resilience_adaptability']"
I now tell you of the Raja yogas based on the planets with different dignities and on the aspects and conjunctions of the planets.,"BPHS1, Chapter 39 - RATAYOGAS (Part 2)",prose,,,['Foundational Concepts'],['Astrological Principles'],"['definition', 'classification']"
"The 9th lord is akin to a minister, and more especially the 5th lord. If these two planets mutually aspect, the native will obtain a kingdom. Even if these two are conjunct in any house or if be in mutually 7th places, one born of royal scion will become a king.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""condition"": ""The 5th lord and 9th lord are in mutual aspect (including opposition/7th place).""}, {""condition"": ""The 5th lord and 9th lord are conjunct in any house.""}]","['career_public_life', 'travel_dharma_spirituality', 'yogas']","['Dharma & Spiritual Path', 'Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'spiritual_growth', 'other_strength_success_yogas']"
The native will attain kingdom if the 4th lord is in the 10th and the 10th lord is in the 4th and be in aspect to 5th and 9th lords.,"BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""lordship"": [{""lord_of_house"": 4, ""placed_in_house"": 10}, {""lord_of_house"": 10, ""placed_in_house"": 4}], ""aspect"": [{""source_planet_lord_of"": 5, ""target_planet_lord_of"": [4, 10]}, {""source_planet_lord_of"": 9, ""target_planet_lord_of"": [4, 10]}]}]","['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'public_image_reputation']"
"If the lords of the 5th, 10th, 4th and the ascendant join in the 9th, one will become a ruler with fame spreading over the four directions.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""conjunction"": {""planet_lords_of"": [1, 4, 5, 10], ""house"": 9}}]","['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'public_image_reputation']"
"Should the lord of the 4th or of the 10th join either the 5th lord or the 9th lord, the native will obtain kingdom.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""conjunction"": {""planet_lords_of"": [4, 5]}}, {""conjunction"": {""planet_lords_of"": [4, 9]}}, {""conjunction"": {""planet_lords_of"": [10, 5]}}, {""conjunction"": {""planet_lords_of"": [10, 9]}}]","['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'other_strength_success_yogas']"
"If the 5th lord is in the ascendant, 4th or the 10th in the company of the 9th lord or of the ascendant lord, the native will become a king.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""conjunction"": {""planet_lords_of"": [5, 9], ""house"": 1}}, {""conjunction"": {""planet_lords_of"": [5, 9], ""house"": 4}}, {""conjunction"": {""planet_lords_of"": [5, 9], ""house"": 10}}, {""conjunction"": {""planet_lords_of"": [5, 1], ""house"": 1}}, {""conjunction"": {""planet_lords_of"": [5, 1], ""house"": 4}}, {""conjunction"": {""planet_lords_of"": [5, 1], ""house"": 10}}]","['career_public_life', 'yogas']","['Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'public_image_reputation']"
"Should Jupiter be in his own sign identical with the 9th house and be in the company of either Venus or of the 5th lord, the native will obtain kinghood.","BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""placement"": {""planet_name"": ""Jupiter"", ""house"": 9, ""sign"": [""Sagittarius"", ""Pisces""], ""state"": ""Own Sign""}, ""conjunction"": {""planet_names"": [""Jupiter"", ""Venus""], ""house"": 9}}, {""placement"": {""planet_name"": ""Jupiter"", ""house"": 9, ""sign"": [""Sagittarius"", ""Pisces""], ""state"": ""Own Sign""}, ""conjunction"": {""planet_names"": [""Jupiter""], ""planet_lords_of"": [5], ""house"": 9}}]","['career_public_life', 'travel_dharma_spirituality', 'yogas']","['Dharma & Spiritual Path', 'Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'spiritual_growth']"
Two and half ghatis (i.e. 60 minutes of time) from mid-day or from mid-night is auspicious time. A birth during such an auspicious time will cause one to be a king or equal to him.,"BPHS1, Chapter 39 - RATAYOGAS (Part 2)",yoga,Raja Yoga,"[{""condition"": ""Birth occurs within 60 minutes (2.5 ghatis) of local mid-day.""}, {""condition"": ""Birth occurs within 60 minutes (2.5 ghatis) of local mid-night.""}]","['career_public_life', 'yogas']","['Miscellaneous Yogas', 'Prominence & Governance', 'Strength & Success Yogas']","['raja_yogas', 'authority_leadership', 'uncommon_special_yogas']"
