fact_id,parent_fact_id,astrological_trigger_json,raw_text,interpretation_text,interpretation_summary_ai,topic,header,theme,theme_group,sub_theme,schema_type,is_conceptual_start,source_name,source_type,source_reference,status,notes,confidence_score,last_updated
664e4e05b239e860_fact_8,,"{""type"": ""planet_profile"", ""planet_name"": ""Moon"", ""house"": null, ""aspects_house"": null, ""karaka_for"": [""public perception""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","Key Planets (Grahas): The Sun (Surya - natural significator of authority), Mars (Mangala - command), Saturn (Shani - influence over the masses), and the Moon (Chandra - public perception).","For Foundation Points, the Moon (Chandra) is a key planet signifying public perception.","For Foundation Points, the Moon signifies public perception. (Additional Context: The Moon's role in shaping public perception suggests the house's affairs are significantly influenced by public opinion and the Moon's nature reflects a strong connection to the collective consciousness.)",,Foundation Points:,"career_public_life,relationships","Prominence & Governance,Public Interaction","public_image_reputation,social_influence_presence","[""karaka"", ""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135588
486ec7ac808ad4db_fact_1,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}",The Ascendant Lord (Lagna Lord): Its strength and placement.,The strength of the Ascendant Lord is a Foundation Point.,"Ascendant Lord's strength is a foundational element. (Additional Context: A strong Ascendant Lord signifies a robust foundation for the native's life, impacting overall well-being and the strength of the houses it rules.)",,Foundation Points:,Foundational Concepts,Astrological Principles,"definition,general_principle","[""house_profile"", ""lordship""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135604
486ec7ac808ad4db_fact_2,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}",The Ascendant Lord (Lagna Lord): Its strength and placement.,The placement of the Ascendant Lord is a Foundation Point.,The Ascendant Lord's placement is a Foundation Point. (Additional Context: This suggests the Ascendant Lord's position significantly impacts the overall chart's foundation and the native's life's direction.),,Foundation Points:,Foundational Concepts,Astrological Principles,"definition,general_principle","[""house_profile"", ""lordship""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135604
486ec7ac808ad4db_fact_3,,"{""type"": ""lordship"", ""lord_of_house"": null, ""placed_in_house"": null, ""planet_name"": null}",The Ascendant Lord (Lagna Lord): Its strength and placement.,The strength of the Ascendant Lord is a Foundation Point.,"Ascendant Lord's strength is a foundational element. (Additional Context: A strong Ascendant Lord suggests a solid foundation for the native's life, impacting their overall personality and life direction.)",,Foundation Points:,Foundational Concepts,Astrological Principles,"definition,general_principle","[""house_profile"", ""lordship""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135604
486ec7ac808ad4db_fact_4,,"{""type"": ""lordship"", ""lord_of_house"": null, ""placed_in_house"": null, ""planet_name"": null}",The Ascendant Lord (Lagna Lord): Its strength and placement.,The placement of the Ascendant Lord is a Foundation Point.,The Ascendant Lord's placement signifies a foundational point. (Additional Context: This suggests the Ascendant Lord's placement significantly impacts the overall chart's foundation and the native's life's direction.),,Foundation Points:,Foundational Concepts,Astrological Principles,"definition,general_principle","[""house_profile"", ""lordship""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135604
1ceb166479d0c9f2_fact_1,,"{""type"": ""yoga"", ""name"": ""yoga"", ""components"": [""raja_yogas""]}","Special Combinations (Yogas): Raja Yogas (combinations for power), Pancha Mahapurusha Yogas (combinations for greatness), and Gajakesari Yoga (combination for fame).","For Foundation Points, Raja Yogas are combinations for power.",Raja Yogas are power combinations for Foundation Points. (Additional Context: This suggests strong potential for power and success in areas signified by the Foundation Points.  The nature of this power depends on the specific planets and houses involved in the Raja Yoga.),,Foundation Points:,yogas,Strength & Success Yogas,raja_yogas,"[""yoga""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135620
1ceb166479d0c9f2_fact_2,,"{""type"": ""yoga"", ""name"": ""yoga"", ""components"": [""pancha_mahapurusha_yogas""]}","Special Combinations (Yogas): Raja Yogas (combinations for power), Pancha Mahapurusha Yogas (combinations for greatness), and Gajakesari Yoga (combination for fame).","For Foundation Points, Pancha Mahapurusha Yogas are combinations for greatness.",Pancha Mahapurusha Yogas are combinations indicating greatness in Foundation Points. (Additional Context: The presence of Pancha Mahapurusha Yogas suggests significant potential for success and achievement in areas related to the Foundation Points of the chart.  This could indicate a strong foundation for life's endeavors and a predisposition towards greatness.),,Foundation Points:,"Foundational Concepts,yogas","Astrological Principles,Strength & Success Yogas","general_principle,other_strength_success_yogas,pancha_mahapurusha_yogas","[""yoga""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135620
1ceb166479d0c9f2_fact_3,,"{""type"": ""yoga"", ""name"": ""gajakesari yoga"", ""components"": [""fame""]}","Special Combinations (Yogas): Raja Yogas (combinations for power), Pancha Mahapurusha Yogas (combinations for greatness), and Gajakesari Yoga (combination for fame).","For Foundation Points, Gajakesari Yoga is a combination for fame.","Gajakesari Yoga in Foundation Points is a combination for fame. (Additional Context: This suggests a strong potential for public recognition and leadership roles, possibly indicating success and influence in the areas governed by the house where this yoga is formed.)",,Foundation Points:,"career_public_life,yogas","Prominence & Governance,Strength & Success Yogas","authority_leadership,gajakesari_yoga,other_strength_success_yogas,public_image_reputation","[""yoga""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135620
08103fe3a40511cc_fact_1,,"{""type"": ""planet_profile"", ""planet_name"": null, ""house"": null, ""aspects_house"": null, ""karaka_for"": [], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The Atmakaraka (AK): The planet at the highest degree, signifying the soul's desire for authority or recognition.",The Atmakaraka (AK) is the planet at the highest degree for Foundation Points.,The Atmakaraka is the planet at the highest degree for Foundation Points. (Additional Context: This indicates the Atmakaraka's significant role in shaping the individual's core identity and life purpose as defined by the Foundation Points.),,Foundation Points:,Foundational Concepts,Astrological Principles,"definition,general_principle","[""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135634
08103fe3a40511cc_fact_2,,"{""type"": ""planet_profile"", ""planet_name"": null, ""house"": null, ""aspects_house"": null, ""karaka_for"": [""authority""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The Atmakaraka (AK): The planet at the highest degree, signifying the soul's desire for authority or recognition.","For Foundation Points, the Atmakaraka signifies the soul's desire for authority.","The Atmakaraka reflects the soul's desire for authority in Foundation Points. (Additional Context: This suggests a strong drive for power and control in the native's life, potentially influencing their career and relationships.  The specific house placement of the Atmakaraka would further clarify the area of life where this desire manifests.)",,Foundation Points:,"career_public_life,core_self_vitality","Identity & Personality,Prominence & Governance,Purpose & Direction","authority_leadership,life_path_purpose,self_identity_character","[""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135634
08103fe3a40511cc_fact_3,,"{""type"": ""planet_profile"", ""planet_name"": null, ""house"": null, ""aspects_house"": null, ""karaka_for"": [""soul's desire""], ""state"": null, ""sign"": null, ""friends"": [], ""enemies"": [], ""neutral_to"": []}","The Atmakaraka (AK): The planet at the highest degree, signifying the soul's desire for authority or recognition.","For Foundation Points, the Atmakaraka signifies the soul's desire for recognition.",The Atmakaraka reflects the soul's desire for recognition in Foundation Points. (Additional Context: This suggests a strong need for external validation and a potential focus on achieving recognition in areas signified by the house placement of the Atmakaraka.),,Foundation Points:,core_self_vitality,"Identity & Personality,Purpose & Direction","life_path_purpose,self_identity_character,spiritual_self_alignment","[""planet_profile""]",True,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135634
5a7ca6119d5bada3_fact_1,,"{""type"": ""unstructured"", ""text"": ""Interpretation at source indicates that the potential for prominence is not a single factor.""}",The potential for prominence is not a single factor but a confluence.,Interpretation at source indicates that the potential for prominence is not a single factor.,"Prominence potential isn't solely determined by a single factor. (Additional Context: This suggests a complex interplay of astrological factors contributes to achieving prominence, rather than a single decisive element.  The house of career and planets associated with ambition and public image should be carefully analyzed for a complete picture.)",,Interpretation at Source:,"Foundational Concepts,career_public_life","Astrological Principles,Prominence & Governance","general_principle,other_prominence_governance","[""unstructured""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135653
5a7ca6119d5bada3_fact_2,,"{""type"": ""unstructured"", ""text"": ""Interpretation at source indicates that the potential for prominence is a confluence of factors.""}",The potential for prominence is not a single factor but a confluence.,Interpretation at source indicates that the potential for prominence is a confluence of factors.,"Prominence potential stems from multiple contributing factors. (Additional Context: This suggests a strong potential for achieving recognition and influence in public life, possibly through a combination of skills and opportunities.)",,Interpretation at Source:,career_public_life,Prominence & Governance,"authority_leadership,other_prominence_governance,public_image_reputation","[""unstructured""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135653
1475288bae8d020f_fact_1,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}","A powerful Lagna and Lagna Lord are essential, as they provide the personal drive and charisma to achieve high status.","For interpretation at the source, a powerful Lagna is essential for achieving high status.",A strong Lagna is crucial for achieving high status. (Additional Context: This suggests that the first house's strength significantly impacts one's social standing and public image.  A powerful Lagna might indicate inherent capabilities for leadership and achieving prominence.),,Interpretation at Source:,"Foundational Concepts,career_public_life","Astrological Principles,Prominence & Governance","authority_leadership,general_principle,other_prominence_governance","[""house_profile"", ""lordship""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135669
1475288bae8d020f_fact_2,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}","A powerful Lagna and Lagna Lord are essential, as they provide the personal drive and charisma to achieve high status.","For interpretation at the source, a powerful Lagna Lord is essential for achieving high status.",A strong Lagna Lord is crucial for achieving high status. (Additional Context: This suggests the first house's strength significantly impacts one's public standing and overall success in life.  A powerful Lagna Lord could indicate inherent leadership qualities and the potential for achieving prominence.),,Interpretation at Source:,"Foundational Concepts,career_public_life,yogas","Astrological Principles,Prominence & Governance,Strength & Success Yogas","authority_leadership,general_principle,other_strength_success_yogas","[""house_profile"", ""lordship""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135669
1475288bae8d020f_fact_3,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}","A powerful Lagna and Lagna Lord are essential, as they provide the personal drive and charisma to achieve high status.",A powerful Lagna provides personal drive for achieving high status (interpretation at the source).,A strong Lagna fosters ambition and drive for high status. (Additional Context: This suggests a strong sense of self and a determined pursuit of recognition and leadership roles.  The native may be naturally charismatic and influential.),,Interpretation at Source:,"career_public_life,core_self_vitality","Identity & Personality,Prominence & Governance,Purpose & Direction","authority_leadership,confidence_charisma,life_path_purpose,public_image_reputation,self_identity_character","[""house_profile"", ""lordship""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135669
1475288bae8d020f_fact_4,,"{""type"": ""house_profile"", ""house"": null, ""planet_in_house"": null, ""aspected_by_planet"": null, ""state"": null, ""classifications"": [], ""karakas"": [], ""significations"": []}","A powerful Lagna and Lagna Lord are essential, as they provide the personal drive and charisma to achieve high status.",A powerful Lagna Lord provides charisma for achieving high status (interpretation at the source).,A strong Lagna Lord grants charisma and high status. (Additional Context: This suggests a strong sense of self and the potential for significant achievements and public recognition. The nature of the Lagna Lord will further define the specific areas of life where this charisma manifests.),,Interpretation at Source:,"career_public_life,core_self_vitality","Identity & Personality,Prominence & Governance","authority_leadership,confidence_charisma","[""house_profile"", ""lordship""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135669
1475288bae8d020f_fact_5,,"{""type"": ""lordship"", ""lord_of_house"": null, ""placed_in_house"": null, ""planet_name"": null}","A powerful Lagna and Lagna Lord are essential, as they provide the personal drive and charisma to achieve high status.","For interpretation at the source, a powerful Lagna is essential for achieving high status.",A strong Lagna is crucial for achieving high status. (Additional Context: This suggests that the ascendant's strength significantly impacts one's ability to attain prominence and leadership roles.  A weak Lagna might indicate challenges in achieving high social standing.),,Interpretation at Source:,"Foundational Concepts,career_public_life","Astrological Principles,Prominence & Governance","authority_leadership,general_principle","[""house_profile"", ""lordship""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135669
1475288bae8d020f_fact_6,,"{""type"": ""lordship"", ""lord_of_house"": null, ""placed_in_house"": null, ""planet_name"": null}","A powerful Lagna and Lagna Lord are essential, as they provide the personal drive and charisma to achieve high status.","For interpretation at the source, a powerful Lagna Lord is essential for achieving high status.","A strong Lagna Lord is crucial for achieving high status. (Additional Context: This suggests the Lagna Lord's strength significantly impacts one's public image, career success, and overall social standing.  A weak Lagna Lord might indicate challenges in achieving prominence or maintaining a high status.)",,Interpretation at Source:,"Foundational Concepts,career_public_life","Astrological Principles,Prominence & Governance","authority_leadership,general_principle","[""house_profile"", ""lordship""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135669
1475288bae8d020f_fact_7,,"{""type"": ""lordship"", ""lord_of_house"": null, ""placed_in_house"": null, ""planet_name"": null}","A powerful Lagna and Lagna Lord are essential, as they provide the personal drive and charisma to achieve high status.",A powerful Lagna provides personal drive for achieving high status (interpretation at the source).,A strong Lagna fosters ambition and drive for high status. (Additional Context: This suggests a strong sense of self and the potential for significant achievement in public life or leadership roles. The individual may be highly driven and confident in their abilities.),,Interpretation at Source:,"career_public_life,core_self_vitality","Identity & Personality,Prominence & Governance,Purpose & Direction","authority_leadership,confidence_charisma,life_path_purpose,self_identity_character","[""house_profile"", ""lordship""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135669
1475288bae8d020f_fact_8,,"{""type"": ""lordship"", ""lord_of_house"": null, ""placed_in_house"": null, ""planet_name"": null}","A powerful Lagna and Lagna Lord are essential, as they provide the personal drive and charisma to achieve high status.",A powerful Lagna Lord provides charisma for achieving high status (interpretation at the source).,A strong Lagna Lord grants charisma and high status. (Additional Context: This suggests a strong sense of self and the potential for significant achievements and public recognition. The nature of the Lagna Lord will further define the specific areas of life where this charisma manifests.),,Interpretation at Source:,"career_public_life,core_self_vitality","Identity & Personality,Prominence & Governance","authority_leadership,confidence_charisma","[""house_profile"", ""lordship""]",False,Gemini,AI_ASSISTED_BOOK,Page 1,VALIDATED,Reconciled via Decompose-Extract v6,0.95,2025-09-22T00:26:33.135669
